row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq107_01781,COG4315,,,PF03640.16
Aq_sp_Aq107_01782,COG3279,,,PF04397.16
Aq_sp_Aq107_01783,,,,PF12869.8
Aq_sp_Aq107_01784,,,,PF04264.14
Aq_sp_Aq107_01785,,,,PF19089.1
Aq_sp_Aq107_01786,COG2234,,,PF05450.16
Aq_sp_Aq107_01787,,,,PF12412.9
Aq_sp_Aq107_01788,COG0397,,K08997,PF02696.15
Aq_sp_Aq107_01790,COG2366,,K12748,PF01804.19
Aq_sp_Aq107_01791,,,,PF13385.7
Aq_sp_Aq107_01792,,,,PF12698.8
Aq_sp_Aq107_01793,COG1131,,K01990,PF13304.7
Aq_sp_Aq107_01794,COG3275,,,PF06580.14
Aq_sp_Aq107_01795,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_01796,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_01797,COG3275,,,PF06580.14
Aq_sp_Aq107_01798,COG1131,,,PF13175.7
Aq_sp_Aq107_01799,,,,PF01433.21
Aq_sp_Aq107_01800,,GCBM6+CBM35,,PF03422.16
Aq_sp_Aq107_01801,COG1770,,,PF00326.22
Aq_sp_Aq107_01802,COG2829,,K01058,PF02253.16
Aq_sp_Aq107_01803,,,,PF00041.22
Aq_sp_Aq107_01804,COG1680,,,PF00144.25
Aq_sp_Aq107_01806,COG1595,,K03088,PF04542.15
Aq_sp_Aq107_01808,COG1979,,K08325,PF00465.20
Aq_sp_Aq107_01809,COG0642,,,PF01590.27
Aq_sp_Aq107_01811,,,,PF14240.7
Aq_sp_Aq107_01812,COG0693,,,PF01965.25
Aq_sp_Aq107_01813,COG2207,,,PF12833.8
Aq_sp_Aq107_01814,COG2207,,,PF12833.8
Aq_sp_Aq107_01815,COG1228,,,PF01979.21
Aq_sp_Aq107_01816,COG1680,,,PF00144.25
Aq_sp_Aq107_01817,COG1228,,,PF01979.21
Aq_sp_Aq107_01818,COG1835,,,PF01757.23
Aq_sp_Aq107_01820,COG0405,,K00681,PF01019.22
Aq_sp_Aq107_01821,COG1288,,,PF03806.14
Aq_sp_Aq107_01822,COG0624,,K01438,PF07687.15
Aq_sp_Aq107_01823,COG3564,,,PF05610.12
Aq_sp_Aq107_01824,COG1012,,,PF00171.23
Aq_sp_Aq107_01825,COG2207,,,PF06719.14
Aq_sp_Aq107_01826,COG1629,,,PF13715.7
Aq_sp_Aq107_01827,COG3275,,,PF14501.7
Aq_sp_Aq107_01828,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_01829,,,,PF01569.22
Aq_sp_Aq107_01830,,,,PF07715.16
Aq_sp_Aq107_01831,COG3712,,,PF16344.6
Aq_sp_Aq107_01832,COG1595,,K23514,PF04542.15
Aq_sp_Aq107_01833,COG1858,,,PF03150.15
Aq_sp_Aq107_01834,,,,PF13229.7
Aq_sp_Aq107_01835,,,,PF18962.1
Aq_sp_Aq107_01836,,,,PF18962.1
Aq_sp_Aq107_01837,,,,PF06439.12
Aq_sp_Aq107_01838,COG0657,,K14731,PF07859.14
Aq_sp_Aq107_01839,,,,PF14329.7
Aq_sp_Aq107_01840,COG3275,,,PF06580.14
Aq_sp_Aq107_01841,,,,PF03572.19
Aq_sp_Aq107_01842,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_01843,COG3275,,,PF06580.14
Aq_sp_Aq107_01844,COG0793,,,PF03572.19
Aq_sp_Aq107_01845,COG1680,,,PF00144.25
Aq_sp_Aq107_01846,COG2755,,,PF00657.23
Aq_sp_Aq107_01847,COG4181,,K09810,PF00005.28
Aq_sp_Aq107_01848,COG3127,,,PF02687.22
Aq_sp_Aq107_01849,COG2343,,,PF04248.13
Aq_sp_Aq107_01850,,,,PF18962.1
Aq_sp_Aq107_01852,COG3397,GAA10,,PF03067.16
Aq_sp_Aq107_01853,COG0596,,,PF00561.21
Aq_sp_Aq107_01854,COG0604,,K21839,PF08240.13
Aq_sp_Aq107_01858,,,,PF14329.7
Aq_sp_Aq107_01859,COG4232,,,PF00085.21
Aq_sp_Aq107_01860,,,,PF01757.23
Aq_sp_Aq107_01861,COG0666,,,PF00023.31
Aq_sp_Aq107_01862,COG5616,,,PF12833.8
Aq_sp_Aq107_01863,,,,PF12893.8
Aq_sp_Aq107_01864,,,,PF14200.7
Aq_sp_Aq107_01866,COG0793,,,PF03572.19
Aq_sp_Aq107_01867,COG2819,,,PF00144.25
Aq_sp_Aq107_01868,COG1680,,,PF00144.25
Aq_sp_Aq107_01869,COG3275,,,PF06580.14
Aq_sp_Aq107_01870,COG3279,,K07705,PF04397.16
Aq_sp_Aq107_01871,,,,PF13650.7
Aq_sp_Aq107_01872,COG3279,,K07705,PF04397.16
Aq_sp_Aq107_01873,COG3275,,,PF06580.14
Aq_sp_Aq107_01874,COG3397,GAA10,,PF03067.16
Aq_sp_Aq107_01876,COG0664,,,PF00027.30
Aq_sp_Aq107_01877,COG2319,,,PF13640.7
Aq_sp_Aq107_01878,COG3781,,,PF01062.22
Aq_sp_Aq107_01879,COG3781,,,PF01062.22
Aq_sp_Aq107_01881,COG1024,,K01715,PF00378.21
Aq_sp_Aq107_01882,,,,PF12680.8
Aq_sp_Aq107_01883,COG2207,,,PF12833.8
Aq_sp_Aq107_01884,COG0513,,,PF00270.30
Aq_sp_Aq107_01885,COG2220,,,PF12706.8
Aq_sp_Aq107_01886,COG1309,,,PF16295.6
Aq_sp_Aq107_01887,,,,PF00144.25
Aq_sp_Aq107_01888,COG1680,,,PF00144.25
Aq_sp_Aq107_01889,,,,PF12893.8
Aq_sp_Aq107_01890,COG2207,,,PF12833.8
Aq_sp_Aq107_01891,COG3509,,,PF10503.10
Aq_sp_Aq107_01892,COG2510,,,PF00892.21
Aq_sp_Aq107_01894,,,,PF00515.29
Aq_sp_Aq107_01895,,,,PF14059.7
Aq_sp_Aq107_01897,COG2814,,K07552,PF07690.17
Aq_sp_Aq107_01898,COG2353,,,PF04264.14
Aq_sp_Aq107_01899,COG0736,,,PF01648.21
Aq_sp_Aq107_01900,COG0236,,K02078,
Aq_sp_Aq107_01901,COG0304,,K00647,PF00109.27
Aq_sp_Aq107_01902,COG0764,,K02372,PF07977.14
Aq_sp_Aq107_01904,COG3424,,K16167,PF08545.11
Aq_sp_Aq107_01905,COG2226,,,PF08241.13
Aq_sp_Aq107_01906,COG0644,,,PF01266.25
Aq_sp_Aq107_01907,COG2885,,,PF13488.7
Aq_sp_Aq107_01909,COG2885,,,PF13488.7
Aq_sp_Aq107_01910,,,,PF13648.7
Aq_sp_Aq107_01911,COG2270,,,PF11700.9
Aq_sp_Aq107_01912,COG4783,,,PF01435.19
Aq_sp_Aq107_01913,COG1501,GH31,K18820,PF16338.6
Aq_sp_Aq107_01914,COG0296,GCBM48+GH13_9,K00700,PF00128.25
Aq_sp_Aq107_01915,COG0448,,K00975,PF00483.24
Aq_sp_Aq107_01916,COG0297,GT5,K00703,PF00534.21
Aq_sp_Aq107_01917,COG4335,,,PF08713.12
Aq_sp_Aq107_01919,COG2378,,,PF08279.13
Aq_sp_Aq107_01920,,,,PF00999.22
Aq_sp_Aq107_01921,COG1741,,,PF02678.17
Aq_sp_Aq107_01923,COG2885,,,
Aq_sp_Aq107_01924,COG2885,,,PF00691.21
Aq_sp_Aq107_01926,COG0641,,,PF04055.22
Aq_sp_Aq107_01927,COG3012,,K09858,PF17775.2
Aq_sp_Aq107_01928,COG5586,,,PF10056.10
Aq_sp_Aq107_01930,COG3550,,,PF13657.7
Aq_sp_Aq107_01931,COG3620,,,PF12844.8
Aq_sp_Aq107_01932,,,,PF06291.12
Aq_sp_Aq107_01933,COG0277,,,PF01565.24
Aq_sp_Aq107_01934,COG0697,,,PF00892.21
Aq_sp_Aq107_01935,,,,PF13715.7
Aq_sp_Aq107_01936,COG0659,,K03321,PF01740.22
Aq_sp_Aq107_01937,COG0730,,K07090,PF01925.20
Aq_sp_Aq107_01938,COG2220,,,PF12706.8
Aq_sp_Aq107_01939,COG1278,,,PF00313.23
Aq_sp_Aq107_01941,COG1187,,K06181,PF00849.23
Aq_sp_Aq107_01942,,,,PF18885.1
Aq_sp_Aq107_01944,COG4845,,K19271,PF00302.19
Aq_sp_Aq107_01945,COG1011,,,PF13419.7
Aq_sp_Aq107_01947,COG0488,,K06020,PF13173.7
Aq_sp_Aq107_01949,COG1864,,,PF01223.24
Aq_sp_Aq107_01950,COG4799,,K01966,PF01039.23
Aq_sp_Aq107_01951,COG2207,,,PF12833.8
Aq_sp_Aq107_01952,,,,PF18962.1
Aq_sp_Aq107_01955,,,,PF00557.25
Aq_sp_Aq107_01956,COG2304,,,PF13715.7
Aq_sp_Aq107_01957,COG0318,,,PF00501.29
Aq_sp_Aq107_01958,,,,PF02517.17
Aq_sp_Aq107_01959,COG4948,,,PF13378.7
Aq_sp_Aq107_01960,COG2220,,,PF00753.28
Aq_sp_Aq107_01961,COG1575,,K02548,PF01040.19
Aq_sp_Aq107_01962,COG2207,,,PF12833.8
Aq_sp_Aq107_01963,COG0366,GH13_19,K01176,PF00128.25
Aq_sp_Aq107_01964,COG2259,,,PF07681.13
Aq_sp_Aq107_01965,,,,PF10988.9
Aq_sp_Aq107_01967,COG1238,,,PF09335.12
Aq_sp_Aq107_01968,COG0668,,K16053,PF00924.19
Aq_sp_Aq107_01971,COG1480,,,PF07698.12
Aq_sp_Aq107_01972,COG0183,,K00626,PF00109.27
Aq_sp_Aq107_01973,COG0791,,,PF00877.20
Aq_sp_Aq107_01974,COG0456,,K22441,PF00583.26
Aq_sp_Aq107_01975,COG1309,,,PF00440.24
Aq_sp_Aq107_01976,COG1028,,K00034,PF00106.26
Aq_sp_Aq107_01977,COG3391,,,PF18962.1
Aq_sp_Aq107_01978,COG3279,,K07705,PF04397.16
Aq_sp_Aq107_01979,COG3275,,K02478,PF06580.14
Aq_sp_Aq107_01981,COG0057,,K00134,PF02800.21
Aq_sp_Aq107_01982,COG5587,,,PF09365.11
Aq_sp_Aq107_01983,COG0412,,,PF08840.12
Aq_sp_Aq107_01984,COG1045,,,PF00132.25
Aq_sp_Aq107_01985,COG0031,,K12339,PF00291.26
Aq_sp_Aq107_01986,COG0346,,,PF00903.26
Aq_sp_Aq107_01987,COG0514,,K03654,PF00270.30
Aq_sp_Aq107_01989,COG2072,,K07222,PF01266.25
Aq_sp_Aq107_01990,COG2258,,,PF03473.18
Aq_sp_Aq107_01991,COG0101,,K06173,PF01416.21
Aq_sp_Aq107_01992,COG1652,,,PF01476.21
Aq_sp_Aq107_01993,COG0283,,K00945,PF13238.7
Aq_sp_Aq107_01995,COG1077,,K03569,PF00022.20
Aq_sp_Aq107_01996,COG1028,,,PF00106.26
Aq_sp_Aq107_01997,COG0384,,,PF02567.17
Aq_sp_Aq107_01998,COG1794,,,PF01177.23
Aq_sp_Aq107_01999,COG2130,,K00359,PF16884.6
Aq_sp_Aq107_02000,COG1061,,,PF00270.30
Aq_sp_Aq107_02001,COG0596,,,PF00561.21
Aq_sp_Aq107_02002,COG0229,,K07305,PF01641.19
Aq_sp_Aq107_02003,COG0229,,K07305,PF01641.19
Aq_sp_Aq107_02005,COG1249,,K00382,PF01266.25
Aq_sp_Aq107_02006,,,,PF01551.23
Aq_sp_Aq107_02007,COG2102,,,PF01902.18
Aq_sp_Aq107_02008,COG0757,,,PF01220.20
Aq_sp_Aq107_02009,,,,PF13505.7
Aq_sp_Aq107_02010,,,,PF13505.7
Aq_sp_Aq107_02011,,,,PF13505.7
Aq_sp_Aq107_02012,COG4974,,K04763,PF00589.23
Aq_sp_Aq107_02014,COG4886,,,PF12799.8
Aq_sp_Aq107_02015,,,,PF10099.10
Aq_sp_Aq107_02016,COG0063,,K23997,PF01256.18
Aq_sp_Aq107_02017,COG0527,,K12524,PF00696.29
Aq_sp_Aq107_02018,COG0083,,K00872,PF08544.14
Aq_sp_Aq107_02019,COG0251,,K09022,PF01042.22
Aq_sp_Aq107_02020,COG0498,,K01733,PF00291.26
Aq_sp_Aq107_02021,COG2234,,,PF04389.18
Aq_sp_Aq107_02023,,,,PF04784.15
Aq_sp_Aq107_02026,COG1233,,,PF01593.25
Aq_sp_Aq107_02028,COG1398,,,PF00487.25
Aq_sp_Aq107_02029,,,,PF18950.1
Aq_sp_Aq107_02030,COG3275,,,PF06580.14
Aq_sp_Aq107_02031,COG3279,,K07705,PF04397.16
Aq_sp_Aq107_02032,,,,PF13308.7
Aq_sp_Aq107_02034,COG2849,,,PF07661.14
Aq_sp_Aq107_02035,COG1215,GT2_Glycos_transf_2,,PF03142.16
Aq_sp_Aq107_02036,COG2114,,,PF00211.21
Aq_sp_Aq107_02037,COG2114,,,PF00211.21
Aq_sp_Aq107_02039,COG2827,,,PF01541.25
Aq_sp_Aq107_02041,,,,PF06889.12
Aq_sp_Aq107_02047,,,,PF17642.2
Aq_sp_Aq107_02049,COG1404,,,PF00082.23
Aq_sp_Aq107_02054,COG0404,,K00605,PF01571.22
Aq_sp_Aq107_02055,COG0451,,,PF01370.22
Aq_sp_Aq107_02056,COG3011,,,PF04134.13
Aq_sp_Aq107_02057,,,,PF13598.7
Aq_sp_Aq107_02058,,,,PF13598.7
Aq_sp_Aq107_02060,COG0076,,K13745,PF00155.22
Aq_sp_Aq107_02061,COG1301,,K11102,PF00375.19
Aq_sp_Aq107_02062,COG0082,,K01736,PF01264.22
Aq_sp_Aq107_02063,COG0079,,K00817,PF00155.22
Aq_sp_Aq107_02064,COG0550,,,PF01131.21
Aq_sp_Aq107_02065,,,,PF13715.7
Aq_sp_Aq107_02066,,,,PF01053.21
Aq_sp_Aq107_02068,COG0664,,,PF00027.30
Aq_sp_Aq107_02070,COG0563,,,PF13238.7
Aq_sp_Aq107_02072,COG2207,,,PF12833.8
Aq_sp_Aq107_02073,COG2610,,K06156,PF03600.17
Aq_sp_Aq107_02074,COG0362,,,PF00393.20
Aq_sp_Aq107_02075,COG1472,GH3,,PF14310.7
Aq_sp_Aq107_02076,COG2908,,,PF00149.29
Aq_sp_Aq107_02077,COG4222,,,PF13449.7
Aq_sp_Aq107_02078,COG1680,,,PF00144.25
Aq_sp_Aq107_02079,,,,PF14902.7
Aq_sp_Aq107_02080,COG0277,,,PF02913.20
Aq_sp_Aq107_02081,COG1522,,K03718,PF01037.22
Aq_sp_Aq107_02082,,,,PF07063.14
Aq_sp_Aq107_02085,COG0438,GT4,K00754,PF00534.21
Aq_sp_Aq107_02087,COG2812,,,PF00004.30
Aq_sp_Aq107_02089,COG4445,,,PF06175.12
Aq_sp_Aq107_02090,,,,PF13505.7
Aq_sp_Aq107_02091,COG0248,,,PF02541.17
Aq_sp_Aq107_02092,COG0855,,K00937,PF13091.7
Aq_sp_Aq107_02093,COG2062,,K08296,PF00300.23
Aq_sp_Aq107_02094,COG2885,,,PF01345.19
Aq_sp_Aq107_02095,COG0259,,K00275,PF10590.10
Aq_sp_Aq107_02096,COG1234,,K00784,PF00753.28
Aq_sp_Aq107_02097,,,,PF13098.7
Aq_sp_Aq107_02099,COG0540,,K00609,PF00185.25
Aq_sp_Aq107_02100,COG2065,,K02825,PF00156.28
Aq_sp_Aq107_02102,COG0539,,K02945,PF17092.6
Aq_sp_Aq107_02103,COG2885,,,PF13620.7
Aq_sp_Aq107_02104,,,,PF11751.9
Aq_sp_Aq107_02105,,,,PF13585.7
Aq_sp_Aq107_02106,COG0139,,,PF01502.19
Aq_sp_Aq107_02107,COG0107,,K02500,PF01207.18
Aq_sp_Aq107_02108,,,,PF05163.13
Aq_sp_Aq107_02109,COG0106,,K01814,PF00977.22
Aq_sp_Aq107_02110,COG0118,,K02501,PF00117.29
Aq_sp_Aq107_02111,COG0131,,K01089,PF00475.19
Aq_sp_Aq107_02112,COG0079,,K00817,PF04864.14
Aq_sp_Aq107_02113,,,,PF12412.9
Aq_sp_Aq107_02114,COG0141,,K00013,PF00815.21
Aq_sp_Aq107_02115,COG0040,,K00765,PF01634.19
Aq_sp_Aq107_02116,COG2885,,,PF00691.21
Aq_sp_Aq107_02117,COG3743,,,
Aq_sp_Aq107_02119,COG0330,,,PF01145.26
Aq_sp_Aq107_02121,COG1028,,K00059,PF00106.26
Aq_sp_Aq107_02123,COG0673,,K22230,PF01408.23
Aq_sp_Aq107_02124,,,,PF11138.9
Aq_sp_Aq107_02125,COG0580,,K06188,PF00230.21
Aq_sp_Aq107_02127,COG4276,,,
Aq_sp_Aq107_02128,COG1028,,K00059,PF00106.26
Aq_sp_Aq107_02129,COG0415,,K01669,PF00875.19
Aq_sp_Aq107_02130,,,,PF07366.13
Aq_sp_Aq107_02131,,,,PF13505.7
Aq_sp_Aq107_02132,COG0583,,K21757,PF00126.28
Aq_sp_Aq107_02133,COG2986,,K01745,PF00221.20
Aq_sp_Aq107_02134,COG1228,,K01468,PF01979.21
Aq_sp_Aq107_02135,COG2987,,K01712,PF01175.19
Aq_sp_Aq107_02136,COG0010,,K01479,PF00491.22
Aq_sp_Aq107_02138,,,,PF13564.7
Aq_sp_Aq107_02139,COG0642,,,PF02518.27
Aq_sp_Aq107_02140,COG4990,,,PF03412.16
Aq_sp_Aq107_02141,COG2267,,,PF00561.21
Aq_sp_Aq107_02142,COG3152,,,PF05656.15
Aq_sp_Aq107_02144,,,,PF18962.1
Aq_sp_Aq107_02145,COG2030,,,PF01575.20
Aq_sp_Aq107_02146,COG1028,,K00059,PF00106.26
Aq_sp_Aq107_02147,COG0604,,K00344,PF08240.13
Aq_sp_Aq107_02148,COG2130,,K00359,PF16884.6
Aq_sp_Aq107_02149,COG1024,,K01692,PF00378.21
Aq_sp_Aq107_02150,COG1028,,K00059,PF00106.26
Aq_sp_Aq107_02152,COG1305,,,PF01841.20
Aq_sp_Aq107_02153,COG3173,,,PF01636.24
Aq_sp_Aq107_02154,COG1960,,K20143,PF00441.25
Aq_sp_Aq107_02155,COG1028,,,PF00106.26
Aq_sp_Aq107_02156,COG1960,,K20035,PF00441.25
Aq_sp_Aq107_02157,COG0664,,,PF00027.30
Aq_sp_Aq107_02159,COG0745,GT2_Glycos_transf_2,,PF00535.27
Aq_sp_Aq107_02160,COG0513,,K05591,PF03880.16
Aq_sp_Aq107_02161,COG0766,,K00790,PF00275.21
Aq_sp_Aq107_02162,,,,PF14123.7
Aq_sp_Aq107_02163,,,,PF04359.15
Aq_sp_Aq107_02164,COG2068,,K19190,PF12804.8
Aq_sp_Aq107_02165,COG1975,,K00087,PF13478.7
Aq_sp_Aq107_02166,COG1529,,,PF02738.19
Aq_sp_Aq107_02167,COG2080,,K07302,PF00111.28
Aq_sp_Aq107_02168,COG3911,,,PF13521.7
Aq_sp_Aq107_02169,COG0514,,,PF00270.30
Aq_sp_Aq107_02170,COG0223,,K00604,PF02911.19
Aq_sp_Aq107_02171,COG0776,,K03530,PF00216.22
Aq_sp_Aq107_02172,COG1678,,K07735,PF02622.16
Aq_sp_Aq107_02173,COG0115,,K02619,PF01063.20
Aq_sp_Aq107_02176,COG0124,,K01892,PF03129.21
Aq_sp_Aq107_02177,COG0577,,,PF02687.22
Aq_sp_Aq107_02179,,,,PF13715.7
Aq_sp_Aq107_02180,COG0359,,K02939,PF03948.15
Aq_sp_Aq107_02181,COG0238,,,PF01084.21
Aq_sp_Aq107_02182,COG0360,,K02990,PF01250.18
Aq_sp_Aq107_02183,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_02184,COG1198,,,PF00270.30
Aq_sp_Aq107_02185,,,,PF16036.6
Aq_sp_Aq107_02186,COG4731,,,PF09917.10
Aq_sp_Aq107_02187,,,,PF16036.6
Aq_sp_Aq107_02188,,,,PF16036.6
Aq_sp_Aq107_02189,COG1295,,,PF03631.16
Aq_sp_Aq107_02190,COG0157,,K00767,PF01729.20
Aq_sp_Aq107_02191,COG1576,,,PF02590.18
Aq_sp_Aq107_02192,COG0793,,,PF03572.19
Aq_sp_Aq107_02195,,,,PF02517.17
Aq_sp_Aq107_02196,COG1680,,,PF00144.25
Aq_sp_Aq107_02197,COG0745,,K10682,PF00072.25
Aq_sp_Aq107_02198,COG0642,,,PF02518.27
Aq_sp_Aq107_02199,COG0793,,,PF03572.19
Aq_sp_Aq107_02200,,,,PF01040.19
Aq_sp_Aq107_02201,COG0424,,K06287,PF02545.15
Aq_sp_Aq107_02203,COG2154,,K01724,PF01329.20
Aq_sp_Aq107_02204,COG0217,,,PF01709.21
Aq_sp_Aq107_02206,COG0204,,,PF01553.22
Aq_sp_Aq107_02207,COG1212,,,PF02348.20
Aq_sp_Aq107_02208,,,,PF13548.7
Aq_sp_Aq107_02209,COG0507,,,PF13245.7
Aq_sp_Aq107_02211,,,,PF12864.8
Aq_sp_Aq107_02212,COG0742,,K08316,PF03602.16
Aq_sp_Aq107_02214,COG2804,,K02454,PF00437.21
Aq_sp_Aq107_02215,COG1450,,,PF00263.22
Aq_sp_Aq107_02218,COG3394,,,PF04794.13
Aq_sp_Aq107_02219,COG0223,,,PF00551.20
Aq_sp_Aq107_02220,,,,PF03903.14
Aq_sp_Aq107_02221,,GPL14_3,,PF17957.2
Aq_sp_Aq107_02222,,GPL14_3,,PF17957.2
Aq_sp_Aq107_02223,COG2730,GH5_2+PL31,,PF13229.7
Aq_sp_Aq107_02224,,,,PF11751.9
Aq_sp_Aq107_02225,,,,PF13585.7
Aq_sp_Aq107_02226,,,,PF17293.3
Aq_sp_Aq107_02227,COG0664,,,PF00027.30
Aq_sp_Aq107_02228,,,,PF12146.9
Aq_sp_Aq107_02229,COG0693,,,PF01965.25
Aq_sp_Aq107_02230,COG3604,,,PF00004.30
Aq_sp_Aq107_02231,COG0693,,,PF01965.25
Aq_sp_Aq107_02232,COG1764,,K04063,PF02566.20
Aq_sp_Aq107_02233,COG3238,,,PF04657.14
Aq_sp_Aq107_02235,COG2085,,,PF03807.18
Aq_sp_Aq107_02236,,,,PF02982.15
Aq_sp_Aq107_02237,COG0845,,K03585,PF13533.7
Aq_sp_Aq107_02238,COG0841,,,PF00873.20
Aq_sp_Aq107_02239,COG1538,,K18139,PF02321.19
Aq_sp_Aq107_02240,COG0596,,,PF00561.21
Aq_sp_Aq107_02241,,,,PF14534.7
Aq_sp_Aq107_02242,COG0300,,,PF00106.26
Aq_sp_Aq107_02243,COG1028,,K00034,PF00106.26
Aq_sp_Aq107_02244,COG3781,,,PF01062.22
Aq_sp_Aq107_02245,COG2003,,K03630,PF04002.16
Aq_sp_Aq107_02246,COG0629,,,PF00436.26
Aq_sp_Aq107_02247,COG4757,,,PF12146.9
Aq_sp_Aq107_02248,COG3547,,,PF01548.18
Aq_sp_Aq107_02249,COG4757,,,
Aq_sp_Aq107_02250,COG0462,,K00948,PF00156.28
Aq_sp_Aq107_02251,COG1825,,K02897,PF01386.20
Aq_sp_Aq107_02252,COG0193,,,PF01195.20
Aq_sp_Aq107_02253,COG0196,,K11753,PF01467.27
Aq_sp_Aq107_02254,,,,PF05090.15
Aq_sp_Aq107_02255,COG4585,,,PF02518.27
Aq_sp_Aq107_02256,COG0739,,,PF01551.23
Aq_sp_Aq107_02258,COG4995,,,PF12770.8
Aq_sp_Aq107_02260,COG1595,,,
Aq_sp_Aq107_02261,,,,PF12895.8
Aq_sp_Aq107_02263,COG0172,,K01875,PF02403.23
Aq_sp_Aq107_02264,COG5010,,,PF12895.8
Aq_sp_Aq107_02265,,,,PF14114.7
Aq_sp_Aq107_02267,COG0030,,K02528,PF00398.21
Aq_sp_Aq107_02268,COG2239,,K06213,PF00571.29
Aq_sp_Aq107_02269,COG0824,,,PF03061.23
Aq_sp_Aq107_02270,COG0662,,,PF07883.12
Aq_sp_Aq107_02271,COG0673,,K00118,PF01408.23
Aq_sp_Aq107_02274,COG0111,,K22982,PF00389.31
Aq_sp_Aq107_02275,COG4339,,,
Aq_sp_Aq107_02276,COG2197,,,PF00196.20
Aq_sp_Aq107_02277,,,,PF13858.7
Aq_sp_Aq107_02278,,,,PF08818.12
Aq_sp_Aq107_02279,COG0346,,,PF00903.26
Aq_sp_Aq107_02280,COG2314,,,PF05154.17
Aq_sp_Aq107_02281,COG0640,,,PF12840.8
Aq_sp_Aq107_02283,COG1247,,,PF00583.26
Aq_sp_Aq107_02284,COG0394,,K03741,PF01451.22
Aq_sp_Aq107_02285,COG0668,,,PF00924.19
Aq_sp_Aq107_02286,COG3176,,,PF13444.7
Aq_sp_Aq107_02287,COG0527,,K00928,PF00696.29
Aq_sp_Aq107_02288,COG1247,,,PF00583.26
Aq_sp_Aq107_02289,COG0158,,K03841,PF00316.21
Aq_sp_Aq107_02292,COG1100,,,PF00025.22
Aq_sp_Aq107_02293,COG0642,,,PF02518.27
Aq_sp_Aq107_02294,,,,PF05099.14
Aq_sp_Aq107_02295,COG1236,,,
Aq_sp_Aq107_02296,COG1793,,,PF04679.16
Aq_sp_Aq107_02297,COG1201,,,PF00270.30
Aq_sp_Aq107_02298,COG1407,,,PF00149.29
Aq_sp_Aq107_02299,COG0520,,,PF00266.20
Aq_sp_Aq107_02300,COG1197,,K03723,PF02559.17
Aq_sp_Aq107_02302,COG3620,,,PF12844.8
Aq_sp_Aq107_02303,COG1680,,,PF00144.25
Aq_sp_Aq107_02304,,,,PF01731.21
Aq_sp_Aq107_02305,COG2207,,,PF12833.8
Aq_sp_Aq107_02306,COG0667,,K23107,PF00248.22
Aq_sp_Aq107_02307,COG0792,,K07460,PF08378.12
Aq_sp_Aq107_02308,COG1619,,K01297,PF02016.16
Aq_sp_Aq107_02309,COG5267,,,PF08811.12
Aq_sp_Aq107_02310,COG4102,,,PF07394.13
Aq_sp_Aq107_02311,COG5267,,,PF08811.12
Aq_sp_Aq107_02312,COG4102,,,PF07394.13
Aq_sp_Aq107_02313,COG0143,,K01874,PF08264.14
Aq_sp_Aq107_02314,,,,PF07690.17
Aq_sp_Aq107_02315,COG0123,,K04768,PF00850.20
Aq_sp_Aq107_02316,COG2730,GH5_1,,PF00150.19
Aq_sp_Aq107_02319,COG0517,,K00974,PF00571.29
Aq_sp_Aq107_02320,COG2234,,,PF04389.18
Aq_sp_Aq107_02321,COG0451,,,PF13460.7
Aq_sp_Aq107_02325,COG0479,,K00245,PF13085.7
Aq_sp_Aq107_02326,COG1053,,,PF01266.25
Aq_sp_Aq107_02327,,,,PF01127.23
Aq_sp_Aq107_02328,COG2207,,,PF12895.8
Aq_sp_Aq107_02329,COG0436,,K14287,PF00155.22
Aq_sp_Aq107_02331,COG0389,,K02346,PF00817.21
Aq_sp_Aq107_02333,COG0702,,,PF13460.7
Aq_sp_Aq107_02335,COG2207,,,PF12833.8
Aq_sp_Aq107_02336,,,,PF11138.9
Aq_sp_Aq107_02337,COG2954,,K01768,PF01928.22
Aq_sp_Aq107_02339,COG4953,GT51,,PF06832.13
Aq_sp_Aq107_02340,COG0642,,,PF02518.27
Aq_sp_Aq107_02341,COG0642,,,PF02518.27
Aq_sp_Aq107_02344,COG2207,,K20968,PF12833.8
Aq_sp_Aq107_02345,COG1881,,,PF01161.21
Aq_sp_Aq107_02346,COG2373,,,PF00207.23
Aq_sp_Aq107_02347,COG4916,,,PF13676.7
Aq_sp_Aq107_02348,,,,PF04055.22
Aq_sp_Aq107_02349,COG2207,,,PF12833.8
Aq_sp_Aq107_02351,COG1418,,K06950,PF01966.23
Aq_sp_Aq107_02352,,,K03921,PF03405.15
Aq_sp_Aq107_02353,COG0204,,,PF01553.22
Aq_sp_Aq107_02354,,,,PF06491.12
Aq_sp_Aq107_02355,COG0484,,,PF00226.32
Aq_sp_Aq107_02356,COG5279,,,PF04473.13
Aq_sp_Aq107_02357,,,,PF05834.13
Aq_sp_Aq107_02358,COG2324,,,PF04240.13
Aq_sp_Aq107_02359,COG1233,,,PF01593.25
Aq_sp_Aq107_02360,COG1670,,K00657,PF00583.26
Aq_sp_Aq107_02362,COG0697,,,PF00892.21
