row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq349_01801,COG3682,,,PF03965.17
Aq_sp_Aq349_01802,COG0703,,K00891,PF01202.23
Aq_sp_Aq349_01803,COG2065,,K02825,PF00156.28
Aq_sp_Aq349_01804,,,,PF08241.13
Aq_sp_Aq349_01805,COG1188,,K04762,PF01479.26
Aq_sp_Aq349_01806,COG0545,,,
Aq_sp_Aq349_01807,,,,PF13505.7
Aq_sp_Aq349_01808,COG3958,,K00615,PF02780.21
Aq_sp_Aq349_01810,COG3959,,K00615,PF13292.7
Aq_sp_Aq349_01811,COG0343,,K00773,PF01702.19
Aq_sp_Aq349_01812,COG0795,,K11720,PF03739.15
Aq_sp_Aq349_01813,,,,PF00892.21
Aq_sp_Aq349_01814,COG0825,,K01962,PF03255.15
Aq_sp_Aq349_01815,COG0305,,K02314,PF13481.7
Aq_sp_Aq349_01817,,,,PF13644.7
Aq_sp_Aq349_01819,COG0457,,,PF00515.29
Aq_sp_Aq349_01820,COG1228,,,PF01979.21
Aq_sp_Aq349_01821,COG1228,,,PF01979.21
Aq_sp_Aq349_01824,,,,PF12725.8
Aq_sp_Aq349_01825,COG2195,,K01270,PF01546.29
Aq_sp_Aq349_01828,COG3832,,,PF08327.12
Aq_sp_Aq349_01829,COG1670,,K03817,PF00583.26
Aq_sp_Aq349_01830,,,,PF11066.9
Aq_sp_Aq349_01831,COG1131,,,PF00005.28
Aq_sp_Aq349_01833,COG1725,,,PF00392.22
Aq_sp_Aq349_01834,,,,PF10988.9
Aq_sp_Aq349_01835,,,,PF14329.7
Aq_sp_Aq349_01837,,,,PF10067.10
Aq_sp_Aq349_01838,COG1960,,,
Aq_sp_Aq349_01839,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_01840,COG1680,,,PF00144.25
Aq_sp_Aq349_01841,COG0652,,,PF00254.29
Aq_sp_Aq349_01842,COG1047,,,PF00254.29
Aq_sp_Aq349_01843,COG0618,,K06881,PF01368.21
Aq_sp_Aq349_01844,COG3540,,,PF09423.11
Aq_sp_Aq349_01845,COG0105,,K00940,PF00334.20
Aq_sp_Aq349_01846,COG3579,,,PF00112.24
Aq_sp_Aq349_01847,COG1629,,,PF13715.7
Aq_sp_Aq349_01848,COG3712,,,PF16344.6
Aq_sp_Aq349_01849,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_01850,,,,PF06832.13
Aq_sp_Aq349_01851,,,,PF12741.8
Aq_sp_Aq349_01852,COG1629,,,PF13715.7
Aq_sp_Aq349_01854,COG1607,,,PF03061.23
Aq_sp_Aq349_01855,,,,PF05258.13
Aq_sp_Aq349_01857,COG1195,,K03629,PF13175.7
Aq_sp_Aq349_01858,,,,PF00515.29
Aq_sp_Aq349_01859,COG0054,,K00794,PF00885.20
Aq_sp_Aq349_01860,COG0323,,K03572,PF01119.20
Aq_sp_Aq349_01861,COG0705,,,PF01694.23
Aq_sp_Aq349_01862,COG0705,,,PF01694.23
Aq_sp_Aq349_01863,COG3568,,,PF03372.24
Aq_sp_Aq349_01866,COG1696,,,PF03062.20
Aq_sp_Aq349_01867,COG2124,,,PF00067.23
Aq_sp_Aq349_01869,,,,PF08889.12
Aq_sp_Aq349_01870,COG0681,,,PF18936.1
Aq_sp_Aq349_01871,COG0289,,K00215,PF05173.15
Aq_sp_Aq349_01872,,,,PF18935.1
Aq_sp_Aq349_01873,COG1475,,K03497,PF17762.2
Aq_sp_Aq349_01874,COG1192,,K03496,PF13614.7
Aq_sp_Aq349_01875,COG1028,,,PF00106.26
Aq_sp_Aq349_01876,,,,PF13715.7
Aq_sp_Aq349_01877,COG1884,,,PF02310.20
Aq_sp_Aq349_01880,COG1884,,,PF01642.23
Aq_sp_Aq349_01881,,,,PF04977.16
Aq_sp_Aq349_01882,COG0572,,K00876,PF13238.7
Aq_sp_Aq349_01883,COG2114,,,PF00211.21
Aq_sp_Aq349_01884,COG2377,,K09001,PF03702.15
Aq_sp_Aq349_01885,COG1472,GH3,,PF00933.22
Aq_sp_Aq349_01886,,,K08218,PF03092.17
Aq_sp_Aq349_01888,COG2207,,,PF12833.8
Aq_sp_Aq349_01889,,,K20138,PF01400.25
Aq_sp_Aq349_01890,COG2010,,,PF13442.7
Aq_sp_Aq349_01891,COG2133,,K21430,PF07995.12
Aq_sp_Aq349_01892,,,,PF07705.12
Aq_sp_Aq349_01893,COG1629,,,PF13715.7
Aq_sp_Aq349_01894,,,,PF00924.19
Aq_sp_Aq349_01895,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_01896,COG1629,,,PF13715.7
Aq_sp_Aq349_01898,COG3275,,,PF14501.7
Aq_sp_Aq349_01899,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_01900,COG0664,,,PF00027.30
Aq_sp_Aq349_01902,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_01903,,,,PF12679.8
Aq_sp_Aq349_01904,COG1277,,,PF12679.8
Aq_sp_Aq349_01905,COG1629,,K02014,PF13715.7
Aq_sp_Aq349_01906,COG1131,,K01990,PF13175.7
Aq_sp_Aq349_01907,COG0596,,K22318,PF00561.21
Aq_sp_Aq349_01908,,,,PF12893.8
Aq_sp_Aq349_01910,COG0702,,,PF13460.7
Aq_sp_Aq349_01911,COG0664,,,PF00027.30
Aq_sp_Aq349_01912,,,,PF14248.7
Aq_sp_Aq349_01913,COG0664,,,PF00027.30
Aq_sp_Aq349_01915,COG2207,,,PF12833.8
Aq_sp_Aq349_01916,,,,PF07366.13
Aq_sp_Aq349_01917,COG0697,,,PF00892.21
Aq_sp_Aq349_01918,COG0289,,K00215,PF05173.15
Aq_sp_Aq349_01919,COG2755,,,PF00657.23
Aq_sp_Aq349_01920,COG1246,,,PF00583.26
Aq_sp_Aq349_01921,COG1902,,K10680,PF00724.21
Aq_sp_Aq349_01922,COG3000,,,PF04116.14
Aq_sp_Aq349_01923,COG1629,,,PF13715.7
Aq_sp_Aq349_01924,COG3275,,,PF06580.14
Aq_sp_Aq349_01925,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_01928,COG1680,,,PF00144.25
Aq_sp_Aq349_01929,COG0657,,,PF07859.14
Aq_sp_Aq349_01930,COG1680,,,PF00144.25
Aq_sp_Aq349_01931,COG2207,,,PF12833.8
Aq_sp_Aq349_01933,COG1271,,K00425,PF01654.18
Aq_sp_Aq349_01934,COG1294,,,PF02322.16
Aq_sp_Aq349_01935,COG2207,,,PF12833.8
Aq_sp_Aq349_01936,COG1629,,K15721,PF13715.7
Aq_sp_Aq349_01937,COG1131,,K01990,PF13304.7
Aq_sp_Aq349_01938,COG1277,,,
Aq_sp_Aq349_01939,COG1331,,,PF13899.7
Aq_sp_Aq349_01940,,,,PF01839.24
Aq_sp_Aq349_01942,COG0664,,,PF00027.30
Aq_sp_Aq349_01943,COG0431,,,PF03358.16
Aq_sp_Aq349_01944,COG3631,,,PF07858.13
Aq_sp_Aq349_01945,COG0456,,,PF00583.26
Aq_sp_Aq349_01946,COG2261,,,PF04226.14
Aq_sp_Aq349_01947,,,,PF11954.9
Aq_sp_Aq349_01948,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_01951,COG2207,,,PF12833.8
Aq_sp_Aq349_01952,COG1881,,,PF01161.21
Aq_sp_Aq349_01954,,,,PF02517.17
Aq_sp_Aq349_01955,,,,PF07676.13
Aq_sp_Aq349_01956,COG0664,,,PF00027.30
Aq_sp_Aq349_01959,COG1680,,,PF00144.25
Aq_sp_Aq349_01960,COG0664,,,PF00027.30
Aq_sp_Aq349_01961,,,,PF12867.8
Aq_sp_Aq349_01962,COG1733,,,PF01638.18
Aq_sp_Aq349_01963,COG2207,,,PF12833.8
Aq_sp_Aq349_01964,COG1228,,,PF01979.21
Aq_sp_Aq349_01965,COG2207,,,PF02311.20
Aq_sp_Aq349_01966,COG0076,,,PF00266.20
Aq_sp_Aq349_01967,COG1670,,,PF13302.8
Aq_sp_Aq349_01968,COG2207,,,PF12833.8
Aq_sp_Aq349_01969,COG2764,,,PF00903.26
Aq_sp_Aq349_01970,COG0693,,,PF01965.25
Aq_sp_Aq349_01971,COG1309,,,PF13972.7
Aq_sp_Aq349_01972,COG0654,,K21272,PF01494.20
Aq_sp_Aq349_01973,,,,PF13160.7
Aq_sp_Aq349_01974,COG1733,,,PF01638.18
Aq_sp_Aq349_01976,,,,PF06271.13
Aq_sp_Aq349_01979,COG2746,,K00662,PF02522.15
Aq_sp_Aq349_01980,COG3325,,,PF17957.2
Aq_sp_Aq349_01981,COG3525,GH20,,PF13290.7
Aq_sp_Aq349_01982,COG2971,,,
Aq_sp_Aq349_01983,COG0363,,,PF01182.21
Aq_sp_Aq349_01984,,,,PF12741.8
Aq_sp_Aq349_01985,COG1629,,,PF13715.7
Aq_sp_Aq349_01986,COG3275,,,PF06580.14
Aq_sp_Aq349_01987,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_01988,COG0591,,,PF00474.18
Aq_sp_Aq349_01989,COG4299,,,
Aq_sp_Aq349_01990,COG0784,,,PF02518.27
Aq_sp_Aq349_01991,,GCBM5+GH19,,PF17957.2
Aq_sp_Aq349_01992,COG3325,GH18+CBM5,,PF17957.2
Aq_sp_Aq349_01993,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_01994,COG3325,GCBM5+GH18,,PF19077.1
Aq_sp_Aq349_01995,COG3469,GCBM5+CBM73+GH18,,PF17957.2
Aq_sp_Aq349_01997,COG1846,,,PF00583.26
Aq_sp_Aq349_01998,COG1360,,,PF00691.21
Aq_sp_Aq349_02000,COG3182,,,PF03929.17
Aq_sp_Aq349_02001,COG1629,,,PF13715.7
Aq_sp_Aq349_02002,COG3291,,,PF17957.2
Aq_sp_Aq349_02003,COG0456,,,PF00583.26
Aq_sp_Aq349_02004,COG2220,,,PF12706.8
Aq_sp_Aq349_02005,COG1733,,,PF01638.18
Aq_sp_Aq349_02006,COG2226,,,PF08241.13
Aq_sp_Aq349_02007,COG2050,,,PF03061.23
Aq_sp_Aq349_02008,COG2860,,,PF03458.14
Aq_sp_Aq349_02009,,,,PF18962.1
Aq_sp_Aq349_02011,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_02012,COG3275,,,PF06580.14
Aq_sp_Aq349_02013,COG3275,,,PF06580.14
Aq_sp_Aq349_02014,COG3275,,,PF06580.14
Aq_sp_Aq349_02015,COG3275,,,PF06580.14
Aq_sp_Aq349_02016,COG3391,,,PF17963.2
Aq_sp_Aq349_02017,COG3391,,,PF01731.21
Aq_sp_Aq349_02018,,,,PF17963.2
Aq_sp_Aq349_02019,COG3386,,,PF00028.18
Aq_sp_Aq349_02021,COG0492,,K00384,PF00890.25
Aq_sp_Aq349_02022,,,,PF10988.9
Aq_sp_Aq349_02024,,,,PF10988.9
Aq_sp_Aq349_02025,COG1983,,,PF04024.13
Aq_sp_Aq349_02026,COG1695,,,PF03551.15
Aq_sp_Aq349_02028,COG3296,,,PF09685.11
Aq_sp_Aq349_02029,,,,PF14539.7
Aq_sp_Aq349_02030,COG2013,,,PF01987.18
Aq_sp_Aq349_02031,COG0583,,K04761,PF00126.28
Aq_sp_Aq349_02032,COG4704,,,PF09912.10
Aq_sp_Aq349_02034,,,,PF04955.13
Aq_sp_Aq349_02036,COG0666,,,PF00023.31
Aq_sp_Aq349_02037,COG1721,,,PF01882.19
Aq_sp_Aq349_02038,COG0714,,,PF00004.30
Aq_sp_Aq349_02039,,,,PF14258.7
Aq_sp_Aq349_02042,COG1300,,,PF01944.18
Aq_sp_Aq349_02043,COG1714,,,PF06271.13
Aq_sp_Aq349_02044,COG0652,,,PF00160.22
Aq_sp_Aq349_02045,COG0494,,,PF00293.29
Aq_sp_Aq349_02046,COG0204,,,PF01553.22
Aq_sp_Aq349_02047,COG2207,,,PF12833.8
Aq_sp_Aq349_02048,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_02049,,,,PF13239.7
Aq_sp_Aq349_02050,,,,PF13239.7
Aq_sp_Aq349_02051,COG3275,,,PF13239.7
Aq_sp_Aq349_02053,COG4704,,,PF09912.10
Aq_sp_Aq349_02054,COG4206,,,PF13715.7
Aq_sp_Aq349_02056,COG1252,,K03885,PF01266.25
Aq_sp_Aq349_02057,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_02059,,,,PF07766.14
Aq_sp_Aq349_02060,COG3826,,,PF13640.7
Aq_sp_Aq349_02061,COG3145,,,PF13532.7
Aq_sp_Aq349_02062,COG2032,,,PF00080.21
Aq_sp_Aq349_02063,,,,PF13376.7
Aq_sp_Aq349_02064,,,,PF00629.24
Aq_sp_Aq349_02065,COG1765,,,PF00561.21
Aq_sp_Aq349_02066,,,,PF00903.26
Aq_sp_Aq349_02067,COG2867,,,PF03364.21
Aq_sp_Aq349_02068,COG2207,,,PF12833.8
Aq_sp_Aq349_02069,COG0673,,,PF01408.23
Aq_sp_Aq349_02070,COG0110,,K00661,PF00132.25
Aq_sp_Aq349_02071,COG0664,,,PF00027.30
Aq_sp_Aq349_02072,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_02073,COG3275,,,PF14501.7
Aq_sp_Aq349_02074,COG1680,,,PF00144.25
Aq_sp_Aq349_02075,COG0793,,,PF03572.19
Aq_sp_Aq349_02076,COG2207,,,PF12833.8
Aq_sp_Aq349_02077,COG2227,,,PF08241.13
Aq_sp_Aq349_02078,,,,PF04354.14
Aq_sp_Aq349_02082,,,,PF00023.31
Aq_sp_Aq349_02085,COG0654,,K21272,PF01494.20
Aq_sp_Aq349_02087,,,,PF18962.1
Aq_sp_Aq349_02088,COG2367,,K18797,PF00144.25
Aq_sp_Aq349_02089,COG3055,,,PF01344.26
Aq_sp_Aq349_02090,,,,PF07676.13
Aq_sp_Aq349_02091,,,,PF07676.13
Aq_sp_Aq349_02092,COG1680,,,PF00144.25
Aq_sp_Aq349_02093,COG1680,,,PF00144.25
Aq_sp_Aq349_02094,COG1680,,,PF00144.25
Aq_sp_Aq349_02095,COG1680,,,PF00144.25
Aq_sp_Aq349_02096,COG1680,,,PF00144.25
Aq_sp_Aq349_02097,COG0823,,,PF00930.22
Aq_sp_Aq349_02098,COG3275,,,PF06580.14
Aq_sp_Aq349_02099,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_02100,COG2819,,,PF00756.21
Aq_sp_Aq349_02101,COG3275,,,PF06580.14
Aq_sp_Aq349_02102,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_02103,COG0521,,K03831,PF00994.25
Aq_sp_Aq349_02104,COG0523,,,PF02492.20
Aq_sp_Aq349_02106,COG1335,,,PF00857.21
Aq_sp_Aq349_02107,,,,PF10677.10
Aq_sp_Aq349_02108,COG3279,,K11641,PF04397.16
Aq_sp_Aq349_02109,COG3275,,,PF06580.14
Aq_sp_Aq349_02111,,,,PF18950.1
Aq_sp_Aq349_02112,,,,PF18962.1
Aq_sp_Aq349_02114,,,,PF13414.7
Aq_sp_Aq349_02115,COG1506,,,PF00561.21
Aq_sp_Aq349_02116,COG4447,,,PF02012.21
Aq_sp_Aq349_02117,COG2220,,,PF12706.8
Aq_sp_Aq349_02119,COG0471,,K14445,PF03600.17
Aq_sp_Aq349_02121,COG2234,,,PF04389.18
Aq_sp_Aq349_02122,COG4867,,,PF13519.7
Aq_sp_Aq349_02123,COG1239,,,PF07728.15
Aq_sp_Aq349_02124,,,,PF18962.1
Aq_sp_Aq349_02125,COG3782,,,PF08907.12
Aq_sp_Aq349_02126,COG0642,,,PF02518.27
Aq_sp_Aq349_02127,COG0642,,,PF02518.27
Aq_sp_Aq349_02128,COG1741,,,PF02678.17
Aq_sp_Aq349_02129,COG2939,,,PF00450.23
Aq_sp_Aq349_02130,COG1228,,,PF01979.21
Aq_sp_Aq349_02131,COG1228,,,PF01979.21
Aq_sp_Aq349_02132,COG4430,,,PF13376.7
Aq_sp_Aq349_02133,COG0488,,K06158,PF13304.7
Aq_sp_Aq349_02134,COG2197,,,PF00196.20
Aq_sp_Aq349_02136,COG3324,,,PF00903.26
Aq_sp_Aq349_02137,COG1182,,K01118,PF02525.18
Aq_sp_Aq349_02138,COG0612,,,PF00675.21
Aq_sp_Aq349_02139,COG2320,,,PF04229.15
Aq_sp_Aq349_02140,COG4832,,,PF06445.16
Aq_sp_Aq349_02142,,,,PF14329.7
Aq_sp_Aq349_02143,COG1409,,K03651,PF00149.29
Aq_sp_Aq349_02144,COG2207,,,PF12833.8
Aq_sp_Aq349_02145,,,,PF14268.7
Aq_sp_Aq349_02148,COG0654,,K21272,PF01494.20
Aq_sp_Aq349_02149,COG0664,,,PF00027.30
Aq_sp_Aq349_02150,COG3527,,,PF03306.14
Aq_sp_Aq349_02151,,,,PF00583.26
Aq_sp_Aq349_02155,COG0815,,,PF00795.23
Aq_sp_Aq349_02156,,,,PF04397.16
Aq_sp_Aq349_02157,COG4538,,,PF12680.8
Aq_sp_Aq349_02158,,,,PF12867.8
Aq_sp_Aq349_02160,COG2207,,,PF12833.8
Aq_sp_Aq349_02164,COG0664,,,PF00027.30
Aq_sp_Aq349_02168,COG0498,,K01733,PF00291.26
Aq_sp_Aq349_02173,COG0436,,K20615,PF00155.22
Aq_sp_Aq349_02174,COG2423,,K01750,PF03807.18
Aq_sp_Aq349_02175,COG1171,,K01754,PF00291.26
Aq_sp_Aq349_02176,COG2234,,,PF04389.18
Aq_sp_Aq349_02178,COG0010,,,PF00491.22
Aq_sp_Aq349_02179,COG1893,,K00077,PF02558.17
Aq_sp_Aq349_02180,COG0596,,,PF00561.21
Aq_sp_Aq349_02181,COG0664,,,
Aq_sp_Aq349_02182,COG1680,,,PF00144.25
Aq_sp_Aq349_02183,COG4977,,,PF01965.25
Aq_sp_Aq349_02184,COG4977,,,PF12833.8
Aq_sp_Aq349_02186,COG1595,,K03088,PF00196.20
Aq_sp_Aq349_02187,COG0596,,,PF00561.21
Aq_sp_Aq349_02188,,,,PF12893.8
Aq_sp_Aq349_02189,COG2207,,,PF12833.8
Aq_sp_Aq349_02192,COG1670,,,PF00583.26
Aq_sp_Aq349_02193,COG0730,,,PF01925.20
Aq_sp_Aq349_02194,COG0308,,,PF01433.21
Aq_sp_Aq349_02195,COG2234,,,PF04389.18
Aq_sp_Aq349_02196,COG4538,,,PF07366.13
Aq_sp_Aq349_02197,,,,PF14135.7
Aq_sp_Aq349_02198,,,,PF15890.6
Aq_sp_Aq349_02199,,,,PF14322.7
Aq_sp_Aq349_02200,COG4206,,,PF13715.7
Aq_sp_Aq349_02201,COG3712,,,PF16344.6
Aq_sp_Aq349_02202,COG1595,,,PF00196.20
Aq_sp_Aq349_02203,,,,PF07690.17
Aq_sp_Aq349_02204,,GCBM9,,PF06452.12
Aq_sp_Aq349_02205,COG1764,,,PF02566.20
Aq_sp_Aq349_02206,COG4747,,,PF01842.26
Aq_sp_Aq349_02207,,,,PF05163.13
Aq_sp_Aq349_02208,COG0640,,,PF12840.8
Aq_sp_Aq349_02209,COG1960,,,PF00441.25
Aq_sp_Aq349_02210,COG0183,,K00632,PF02803.19
Aq_sp_Aq349_02211,COG1250,,K07516,PF00725.23
Aq_sp_Aq349_02212,COG1846,,,PF13463.7
Aq_sp_Aq349_02213,COG1022,,K01897,PF00501.29
Aq_sp_Aq349_02214,COG1335,,,PF00857.21
Aq_sp_Aq349_02215,COG0046,,K01952,PF02769.23
Aq_sp_Aq349_02218,COG0144,,,PF13649.7
Aq_sp_Aq349_02219,COG4447,,,PF02012.21
Aq_sp_Aq349_02222,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_02223,COG1132,,K11085,PF00664.24
Aq_sp_Aq349_02224,COG1109,,K01835,PF02878.17
Aq_sp_Aq349_02225,COG0463,GT2,,PF00535.27
Aq_sp_Aq349_02226,,,,PF13858.7
Aq_sp_Aq349_02227,,,,PF13858.7
Aq_sp_Aq349_02229,COG0254,,K02909,PF01197.19
Aq_sp_Aq349_02230,COG1208,,,PF13562.7
Aq_sp_Aq349_02231,COG0747,,K12368,PF00496.23
Aq_sp_Aq349_02232,COG0621,,K18707,PF04055.22
Aq_sp_Aq349_02233,,,,PF14542.7
Aq_sp_Aq349_02235,COG0741,GH23,,PF01464.21
Aq_sp_Aq349_02236,COG0730,,,PF01925.20
Aq_sp_Aq349_02237,,,,PF00578.22
Aq_sp_Aq349_02238,,,,PF17874.2
Aq_sp_Aq349_02240,COG0458,,K01955,PF02222.23
Aq_sp_Aq349_02241,COG4771,,,PF13715.7
Aq_sp_Aq349_02242,COG1404,,,PF05922.17
Aq_sp_Aq349_02244,,,,PF13648.7
Aq_sp_Aq349_02245,COG1607,,,PF03061.23
Aq_sp_Aq349_02247,COG1680,,,PF00144.25
Aq_sp_Aq349_02248,COG1322,,,PF02646.17
Aq_sp_Aq349_02249,COG2315,,,PF04237.14
Aq_sp_Aq349_02251,COG1120,,K23184,PF13304.7
Aq_sp_Aq349_02252,COG1277,,,PF12679.8
Aq_sp_Aq349_02253,COG1359,,,PF03992.17
Aq_sp_Aq349_02254,COG1912,,,PF01887.17
Aq_sp_Aq349_02255,COG1702,,,PF13245.7
Aq_sp_Aq349_02256,COG0152,,K01923,PF01259.19
Aq_sp_Aq349_02258,COG4447,,,PF02012.21
Aq_sp_Aq349_02260,COG1801,,,PF01904.19
Aq_sp_Aq349_02262,COG0513,,K05592,PF00270.30
Aq_sp_Aq349_02263,COG3437,,K11443,PF00072.25
Aq_sp_Aq349_02264,COG0642,,,PF02518.27
Aq_sp_Aq349_02265,COG2855,,,PF03601.15
Aq_sp_Aq349_02266,COG0583,,K21900,PF00126.28
Aq_sp_Aq349_02268,COG3275,,,PF06580.14
Aq_sp_Aq349_02269,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_02270,COG3391,,,PF13431.7
Aq_sp_Aq349_02271,COG0456,,,PF00583.26
Aq_sp_Aq349_02272,COG3617,,,PF02498.18
Aq_sp_Aq349_02274,COG0716,,,PF12724.8
Aq_sp_Aq349_02275,,,,PF14229.7
Aq_sp_Aq349_02276,COG2234,,,PF04389.18
Aq_sp_Aq349_02277,COG2120,GCE14,K01463,PF02585.18
Aq_sp_Aq349_02278,COG0626,,,PF00155.22
Aq_sp_Aq349_02279,COG0642,,,PF02518.27
Aq_sp_Aq349_02280,COG0450,,K03386,PF10417.10
Aq_sp_Aq349_02281,,,,PF00085.21
Aq_sp_Aq349_02283,COG2077,,K11065,PF00578.22
Aq_sp_Aq349_02284,COG0818,,K00887,PF01219.20
Aq_sp_Aq349_02285,COG1674,,,PF12846.8
Aq_sp_Aq349_02286,COG2834,,,PF03548.16
Aq_sp_Aq349_02287,COG0795,,,PF03739.15
Aq_sp_Aq349_02288,COG0108,,K14652,PF00926.20
Aq_sp_Aq349_02289,COG0399,,K19715,PF00155.22
Aq_sp_Aq349_02290,COG0778,,,PF00881.25
Aq_sp_Aq349_02291,COG1607,,,PF03061.23
Aq_sp_Aq349_02292,COG1522,,K03719,PF01037.22
Aq_sp_Aq349_02293,COG0460,,K00003,PF00742.20
Aq_sp_Aq349_02294,COG1012,,,PF00171.23
Aq_sp_Aq349_02295,COG0626,,,PF01053.21
Aq_sp_Aq349_02296,COG1765,,,PF02566.20
Aq_sp_Aq349_02297,COG1404,,,PF05922.17
Aq_sp_Aq349_02298,COG1404,,,PF05922.17
Aq_sp_Aq349_02299,COG1757,,K03315,PF03553.15
Aq_sp_Aq349_02300,,,,PF02517.17
Aq_sp_Aq349_02301,COG0127,,K02428,PF01725.17
Aq_sp_Aq349_02302,COG1778,,K03270,PF13419.7
Aq_sp_Aq349_02303,COG5495,,,PF10728.10
Aq_sp_Aq349_02304,COG1858,,,PF03150.15
Aq_sp_Aq349_02305,COG0755,,,PF01578.21
Aq_sp_Aq349_02306,COG4886,,,PF07679.17
Aq_sp_Aq349_02307,COG2825,,,PF03938.15
Aq_sp_Aq349_02313,,,,PF01345.19
Aq_sp_Aq349_02315,,,,PF00589.23
Aq_sp_Aq349_02317,,,,PF15644.7
Aq_sp_Aq349_02318,COG2849,,,PF07661.14
Aq_sp_Aq349_02322,COG1459,,K02455,PF00482.24
Aq_sp_Aq349_02324,COG2804,,,PF00437.21
Aq_sp_Aq349_02325,COG1450,,,PF00263.22
Aq_sp_Aq349_02326,,,,PF05137.14
Aq_sp_Aq349_02330,COG2207,,,PF12833.8
Aq_sp_Aq349_02332,COG3350,,,
Aq_sp_Aq349_02333,COG1573,,,PF03167.20
Aq_sp_Aq349_02334,COG0604,,,PF08240.13
Aq_sp_Aq349_02335,COG2207,,,PF02311.20
Aq_sp_Aq349_02336,COG0456,,,PF00583.26
Aq_sp_Aq349_02337,COG0583,,K11921,PF00126.28
Aq_sp_Aq349_02338,COG2814,,K08224,PF07690.17
Aq_sp_Aq349_02339,COG0697,,,PF00892.21
Aq_sp_Aq349_02340,COG3279,,,PF04397.16
Aq_sp_Aq349_02342,COG2819,,,PF00756.21
Aq_sp_Aq349_02344,COG1680,,,PF00144.25
Aq_sp_Aq349_02345,COG3279,,,PF04397.16
Aq_sp_Aq349_02346,COG1522,,K03719,PF01037.22
Aq_sp_Aq349_02347,,,,PF17963.2
Aq_sp_Aq349_02348,,,,PF01400.25
Aq_sp_Aq349_02349,,,,PF01400.25
Aq_sp_Aq349_02351,COG3401,,,PF00041.22
Aq_sp_Aq349_02352,,,,PF19081.1
Aq_sp_Aq349_02353,COG3291,,,PF18981.1
Aq_sp_Aq349_02354,,,,PF00041.22
Aq_sp_Aq349_02358,COG1522,,K03719,PF01037.22
Aq_sp_Aq349_02361,COG0518,,K01951,PF00117.29
Aq_sp_Aq349_02362,COG0456,,,PF00583.26
Aq_sp_Aq349_02364,,,,PF12388.9
Aq_sp_Aq349_02367,,,,PF14224.7
Aq_sp_Aq349_02368,,,,PF14224.7
Aq_sp_Aq349_02369,,,,PF12895.8
Aq_sp_Aq349_02370,COG1629,,,PF13715.7
Aq_sp_Aq349_02371,,,,PF10099.10
Aq_sp_Aq349_02372,COG1595,,K03088,PF07638.12
Aq_sp_Aq349_02373,,,,PF13648.7
Aq_sp_Aq349_02374,,,,PF00028.18
Aq_sp_Aq349_02375,,,,PF00041.22
Aq_sp_Aq349_02376,,,,PF17963.2
Aq_sp_Aq349_02377,,,,PF17963.2
Aq_sp_Aq349_02378,,,,PF13585.7
Aq_sp_Aq349_02381,,,,PF18096.2
Aq_sp_Aq349_02382,COG0628,,,PF01594.17
Aq_sp_Aq349_02383,COG0566,,K00556,PF00588.20
Aq_sp_Aq349_02384,,,,PF13709.7
Aq_sp_Aq349_02385,COG5429,,,PF06764.12
Aq_sp_Aq349_02386,COG2318,,,PF05163.13
Aq_sp_Aq349_02387,COG1595,,,PF04542.15
Aq_sp_Aq349_02388,COG3000,,,PF04116.14
Aq_sp_Aq349_02389,,,,PF12867.8
Aq_sp_Aq349_02390,,,,PF03653.14
Aq_sp_Aq349_02391,,,,PF08818.12
Aq_sp_Aq349_02392,,,,PF13715.7
Aq_sp_Aq349_02394,COG4222,,,PF13449.7
Aq_sp_Aq349_02395,,,,PF18962.1
Aq_sp_Aq349_02396,COG1385,,K09761,PF04452.15
Aq_sp_Aq349_02397,COG0533,,K01409,PF02543.16
Aq_sp_Aq349_02398,,,,PF04357.14
Aq_sp_Aq349_02399,COG0205,,K00850,PF01513.22
Aq_sp_Aq349_02401,COG3321,,,PF00106.26
Aq_sp_Aq349_02402,,,,PF17892.2
Aq_sp_Aq349_02403,COG0673,GH109,,PF01408.23
Aq_sp_Aq349_02404,COG0153,,K00849,PF10509.10
Aq_sp_Aq349_02405,COG1209,,,PF00483.24
Aq_sp_Aq349_02406,COG2207,,,PF12833.8
Aq_sp_Aq349_02407,COG1960,,,PF00441.25
Aq_sp_Aq349_02408,COG0334,,,PF00208.22
Aq_sp_Aq349_02409,COG3067,,,PF03600.17
