row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq135_01810,COG4886,,,PF12799.8
Aq_sp_Aq135_01811,COG1680,,,PF00144.25
Aq_sp_Aq135_01812,COG4206,,,PF13715.7
Aq_sp_Aq135_01813,,,,PF14298.7
Aq_sp_Aq135_01815,COG3182,,,PF03929.17
Aq_sp_Aq135_01816,,,,PF14298.7
Aq_sp_Aq135_01817,COG1629,,,PF13715.7
Aq_sp_Aq135_01818,COG3755,,,PF07007.13
Aq_sp_Aq135_01819,,,,PF15418.7
Aq_sp_Aq135_01821,COG1629,,,PF13715.7
Aq_sp_Aq135_01822,,,,PF14902.7
Aq_sp_Aq135_01823,COG0664,,,
Aq_sp_Aq135_01825,COG1960,,K18244,PF00441.25
Aq_sp_Aq135_01827,COG3279,,,PF04397.16
Aq_sp_Aq135_01828,COG0523,,,PF02492.20
Aq_sp_Aq135_01829,COG0605,,,PF02777.19
Aq_sp_Aq135_01831,,,,PF05593.15
Aq_sp_Aq135_01834,,,,PF06877.12
Aq_sp_Aq135_01837,,,,PF02687.22
Aq_sp_Aq135_01838,COG1136,,K16920,PF13401.7
Aq_sp_Aq135_01839,,,,PF00583.26
Aq_sp_Aq135_01840,COG2207,,,PF12833.8
Aq_sp_Aq135_01841,COG1629,,,PF13715.7
Aq_sp_Aq135_01842,COG2819,,,PF00756.21
Aq_sp_Aq135_01843,COG0657,,K14731,PF07859.14
Aq_sp_Aq135_01844,COG3483,,,PF03301.14
Aq_sp_Aq135_01845,COG3228,,,PF06167.13
Aq_sp_Aq135_01846,COG0670,,,PF01027.21
Aq_sp_Aq135_01847,COG0492,,K21567,PF12831.8
Aq_sp_Aq135_01848,COG0036,,K01783,PF00834.20
Aq_sp_Aq135_01849,,,,PF04940.13
Aq_sp_Aq135_01851,COG0568,,K03086,PF00140.21
Aq_sp_Aq135_01852,COG1770,,,PF12146.9
Aq_sp_Aq135_01853,COG2312,,,PF05139.15
Aq_sp_Aq135_01854,COG1770,,,PF00326.22
Aq_sp_Aq135_01855,COG1770,,,PF00326.22
Aq_sp_Aq135_01856,COG4753,,,PF12833.8
Aq_sp_Aq135_01858,COG3501,,,PF04717.13
Aq_sp_Aq135_01859,COG4104,,,PF05488.14
Aq_sp_Aq135_01865,COG0308,,,PF12679.8
Aq_sp_Aq135_01866,COG1131,,,PF13304.7
Aq_sp_Aq135_01867,COG0113,,K01698,PF00490.22
Aq_sp_Aq135_01869,COG4654,,,
Aq_sp_Aq135_01870,COG2318,,,PF05163.13
Aq_sp_Aq135_01871,COG1253,,,PF00571.29
Aq_sp_Aq135_01872,COG0350,,K00567,PF01035.21
Aq_sp_Aq135_01874,COG4946,,K08676,PF00930.22
Aq_sp_Aq135_01875,,,,PF01738.19
Aq_sp_Aq135_01876,,,,PF11276.9
Aq_sp_Aq135_01877,COG2262,,,PF00025.22
Aq_sp_Aq135_01880,,,,PF18942.1
Aq_sp_Aq135_01881,COG1680,,,PF00144.25
Aq_sp_Aq135_01882,COG0417,,,PF10108.10
Aq_sp_Aq135_01883,COG3979,,,PF00041.22
Aq_sp_Aq135_01884,COG0429,,,PF00561.21
Aq_sp_Aq135_01885,COG0824,,,PF13279.7
Aq_sp_Aq135_01886,COG0697,,,PF00892.21
Aq_sp_Aq135_01887,COG1393,,,PF03960.16
Aq_sp_Aq135_01888,,,,PF12867.8
Aq_sp_Aq135_01889,,,,PF11738.9
Aq_sp_Aq135_01890,COG0626,,K01760,PF00155.22
Aq_sp_Aq135_01891,COG0334,,,PF00208.22
Aq_sp_Aq135_01892,COG1381,,,PF02565.16
Aq_sp_Aq135_01893,COG1629,,,PF14905.7
Aq_sp_Aq135_01894,COG0546,,,PF12710.8
Aq_sp_Aq135_01895,,,,PF13474.7
Aq_sp_Aq135_01897,COG1118,,,PF13304.7
Aq_sp_Aq135_01898,COG4149,,K02018,PF00528.23
Aq_sp_Aq135_01899,COG3585,,,PF03459.18
Aq_sp_Aq135_01900,COG0725,,K02020,PF01547.26
Aq_sp_Aq135_01901,COG2226,,K03183,PF02353.21
Aq_sp_Aq135_01903,COG3324,,,
Aq_sp_Aq135_01904,,,,PF04993.14
Aq_sp_Aq135_01905,COG1680,,,PF00144.25
Aq_sp_Aq135_01906,COG1853,,,PF01613.19
Aq_sp_Aq135_01907,COG0179,,,PF01557.19
Aq_sp_Aq135_01908,COG1846,,,PF01047.23
Aq_sp_Aq135_01909,COG3508,,,PF04209.14
Aq_sp_Aq135_01910,,,,PF12741.8
Aq_sp_Aq135_01911,COG1629,,,PF13715.7
Aq_sp_Aq135_01912,COG4147,,K14393,PF00474.18
Aq_sp_Aq135_01913,COG0642,,,PF02518.27
Aq_sp_Aq135_01914,COG0673,GH109,,PF01408.23
Aq_sp_Aq135_01915,COG1629,,,PF13715.7
Aq_sp_Aq135_01916,,,,PF14322.7
Aq_sp_Aq135_01917,,,,PF01839.24
Aq_sp_Aq135_01918,,,,PF11958.9
Aq_sp_Aq135_01919,COG0153,,K00849,PF10509.10
Aq_sp_Aq135_01920,COG1209,,,PF00483.24
Aq_sp_Aq135_01921,COG1853,,,PF01613.19
Aq_sp_Aq135_01922,COG0661,,,PF03109.17
Aq_sp_Aq135_01923,,,,PF17931.2
Aq_sp_Aq135_01924,COG3476,,,PF03073.16
Aq_sp_Aq135_01925,COG0778,,,PF00881.25
Aq_sp_Aq135_01926,COG1733,,,PF01638.18
Aq_sp_Aq135_01927,COG1629,,,PF13715.7
Aq_sp_Aq135_01928,COG3119,,K01130,PF00884.24
Aq_sp_Aq135_01929,COG1012,,,PF00171.23
Aq_sp_Aq135_01930,COG0531,,K03294,PF00324.22
Aq_sp_Aq135_01931,COG5441,,,PF06792.12
Aq_sp_Aq135_01932,COG1011,,,PF13419.7
Aq_sp_Aq135_01933,COG0161,,K12256,PF00202.22
Aq_sp_Aq135_01934,COG0436,,,PF00155.22
Aq_sp_Aq135_01935,COG2207,,K02855,PF02311.20
Aq_sp_Aq135_01936,COG1012,,K00135,PF00171.23
Aq_sp_Aq135_01937,COG3232,,,PF02962.16
Aq_sp_Aq135_01938,COG0346,,K00462,PF00903.26
Aq_sp_Aq135_01939,COG2368,,K00483,PF03241.14
Aq_sp_Aq135_01940,COG1853,,,PF01613.19
Aq_sp_Aq135_01941,COG1012,,K10217,PF00171.23
Aq_sp_Aq135_01942,COG3836,,,PF03328.15
Aq_sp_Aq135_01943,COG3971,,,PF01557.19
Aq_sp_Aq135_01944,COG0179,,,PF01557.19
Aq_sp_Aq135_01945,COG3207,,,PF05141.13
Aq_sp_Aq135_01946,COG2175,,,PF02668.17
Aq_sp_Aq135_01947,COG0654,,,PF01494.20
Aq_sp_Aq135_01948,COG1942,,,PF01361.22
Aq_sp_Aq135_01949,COG4922,,,PF07366.13
Aq_sp_Aq135_01950,COG2801,,,PF13276.7
Aq_sp_Aq135_01951,COG2963,,,PF01527.21
Aq_sp_Aq135_01952,,,,PF01400.25
Aq_sp_Aq135_01953,,,,PF18962.1
Aq_sp_Aq135_01955,COG1629,,,PF13715.7
Aq_sp_Aq135_01956,,,,PF14322.7
Aq_sp_Aq135_01957,,,,PF12867.8
Aq_sp_Aq135_01958,COG2207,,,PF12833.8
Aq_sp_Aq135_01959,COG1680,,,PF00144.25
Aq_sp_Aq135_01960,,,,PF00583.26
Aq_sp_Aq135_01961,COG0596,,,PF00561.21
Aq_sp_Aq135_01962,COG1595,,K03088,PF04542.15
Aq_sp_Aq135_01965,COG1629,,,PF13715.7
Aq_sp_Aq135_01968,COG0664,,,PF00027.30
Aq_sp_Aq135_01969,,,,PF13424.7
Aq_sp_Aq135_01970,COG0583,,K21703,PF00126.28
Aq_sp_Aq135_01971,COG2855,,,PF03601.15
Aq_sp_Aq135_01972,COG3967,,,PF00106.26
Aq_sp_Aq135_01973,COG0664,,,PF00027.30
Aq_sp_Aq135_01974,,,K08218,PF03092.17
Aq_sp_Aq135_01975,COG1472,GH3,,PF00933.22
Aq_sp_Aq135_01976,COG2377,,K09001,PF03702.15
Aq_sp_Aq135_01977,COG0572,,K00876,PF13238.7
Aq_sp_Aq135_01978,,,,PF04977.16
Aq_sp_Aq135_01979,COG1884,,K01847,PF01642.23
Aq_sp_Aq135_01982,COG1884,,,PF02310.20
Aq_sp_Aq135_01983,,,,PF13715.7
Aq_sp_Aq135_01984,COG1028,,,PF00106.26
Aq_sp_Aq135_01985,COG1192,,K03496,PF13614.7
Aq_sp_Aq135_01986,COG1475,,K03497,PF17762.2
Aq_sp_Aq135_01987,,,,PF18935.1
Aq_sp_Aq135_01988,COG0289,,K00215,PF05173.15
Aq_sp_Aq135_01989,COG0681,,,PF18936.1
Aq_sp_Aq135_01990,,,,PF08889.12
Aq_sp_Aq135_01992,COG0317,,,PF01966.23
Aq_sp_Aq135_01993,COG1515,,,PF04493.15
Aq_sp_Aq135_01994,COG3568,,,PF03372.24
Aq_sp_Aq135_01995,COG0705,,,PF01694.23
Aq_sp_Aq135_01996,COG0705,,,PF01694.23
Aq_sp_Aq135_01997,COG0323,,K03572,PF01119.20
Aq_sp_Aq135_01998,COG0054,,K00794,PF00885.20
Aq_sp_Aq135_01999,,,,PF00515.29
Aq_sp_Aq135_02000,COG1195,,K03629,PF13175.7
Aq_sp_Aq135_02002,,,,PF05258.13
Aq_sp_Aq135_02003,COG1629,,,PF13715.7
Aq_sp_Aq135_02004,,,,PF12741.8
Aq_sp_Aq135_02005,COG0105,,K00940,PF00334.20
Aq_sp_Aq135_02006,COG0618,,K06881,PF01368.21
Aq_sp_Aq135_02007,COG1047,,,PF00254.29
Aq_sp_Aq135_02008,COG0652,,,PF00254.29
Aq_sp_Aq135_02009,,,,PF11751.9
Aq_sp_Aq135_02010,,,,PF13585.7
Aq_sp_Aq135_02011,COG3501,,,PF04717.13
Aq_sp_Aq135_02013,,,,PF14107.7
Aq_sp_Aq135_02014,,,,PF13620.7
Aq_sp_Aq135_02024,,,,PF05257.17
Aq_sp_Aq135_02025,COG3393,,,PF00583.26
Aq_sp_Aq135_02027,COG0402,,,PF01979.21
Aq_sp_Aq135_02028,COG3741,,,PF05013.13
Aq_sp_Aq135_02029,COG3758,,,PF05962.12
Aq_sp_Aq135_02030,COG2987,,K01712,PF01175.19
Aq_sp_Aq135_02031,COG1228,,K01468,PF01979.21
Aq_sp_Aq135_02032,COG2986,,K01745,PF00221.20
Aq_sp_Aq135_02033,COG0583,,K05817,PF00126.28
Aq_sp_Aq135_02034,,,,PF07366.13
Aq_sp_Aq135_02035,COG0415,,K01669,PF00875.19
Aq_sp_Aq135_02036,COG1028,,K00059,PF00106.26
Aq_sp_Aq135_02037,COG4276,,,
Aq_sp_Aq135_02039,COG0580,,K06188,PF00230.21
Aq_sp_Aq135_02040,,,,PF11138.9
Aq_sp_Aq135_02041,COG0815,,,PF00795.23
Aq_sp_Aq135_02043,COG0673,,K22230,PF01408.23
Aq_sp_Aq135_02044,COG0591,,,PF00474.18
Aq_sp_Aq135_02045,COG2120,,,PF02585.18
Aq_sp_Aq135_02046,COG1193,,K07456,PF00488.22
Aq_sp_Aq135_02047,COG0692,,K03648,PF03167.20
Aq_sp_Aq135_02048,COG0715,,,PF09084.12
Aq_sp_Aq135_02049,COG1360,,,PF00691.21
Aq_sp_Aq135_02050,COG1216,GT2,,PF00535.27
Aq_sp_Aq135_02051,,,,PF04313.15
Aq_sp_Aq135_02052,COG1466,,K02340,PF06144.14
Aq_sp_Aq135_02053,COG3501,,,PF04717.13
Aq_sp_Aq135_02055,,,,PF15648.7
Aq_sp_Aq135_02059,COG1357,,,PF00805.23
Aq_sp_Aq135_02062,COG2849,,,
Aq_sp_Aq135_02063,COG1522,,K03719,PF01037.22
Aq_sp_Aq135_02064,COG0626,,K01761,PF00155.22
Aq_sp_Aq135_02065,,,,PF09917.10
Aq_sp_Aq135_02066,,,,PF18962.1
Aq_sp_Aq135_02067,COG0114,,K01679,PF10415.10
Aq_sp_Aq135_02068,COG1629,,,PF13715.7
Aq_sp_Aq135_02069,COG1393,,K00537,PF03960.16
Aq_sp_Aq135_02070,COG1186,,K02836,PF03462.19
Aq_sp_Aq135_02071,,,,PF16313.6
Aq_sp_Aq135_02072,,,,PF13455.7
Aq_sp_Aq135_02073,COG2319,,,PF12894.8
Aq_sp_Aq135_02074,COG2207,,,PF12833.8
Aq_sp_Aq135_02075,COG1680,,,PF00144.25
Aq_sp_Aq135_02077,COG0664,,,PF00027.30
Aq_sp_Aq135_02080,,,,PF05147.14
Aq_sp_Aq135_02081,COG2008,,K20801,PF01212.22
Aq_sp_Aq135_02082,COG3422,,K09946,PF07411.13
Aq_sp_Aq135_02083,COG2885,,,PF00691.21
Aq_sp_Aq135_02084,,,,PF13098.7
Aq_sp_Aq135_02085,COG0718,,K09747,PF02575.17
Aq_sp_Aq135_02086,COG1770,,,PF00326.22
Aq_sp_Aq135_02087,COG0031,,K01697,PF00291.26
Aq_sp_Aq135_02088,COG0156,,K00639,PF00155.22
Aq_sp_Aq135_02090,,,,PF00583.26
Aq_sp_Aq135_02091,,,,PF13557.7
Aq_sp_Aq135_02092,,,,PF16118.6
Aq_sp_Aq135_02093,COG4485,,,PF09586.11
Aq_sp_Aq135_02094,COG0438,GT4,,PF13439.7
Aq_sp_Aq135_02095,COG2244,,,PF01943.18
Aq_sp_Aq135_02098,COG2207,,,PF12833.8
Aq_sp_Aq135_02099,,,,PF12895.8
Aq_sp_Aq135_02100,COG4995,,,PF12770.8
Aq_sp_Aq135_02102,,,,PF13174.7
Aq_sp_Aq135_02103,COG4995,,,PF12770.8
Aq_sp_Aq135_02105,COG1225,,,PF00578.22
Aq_sp_Aq135_02106,COG0178,,K03701,PF13191.7
Aq_sp_Aq135_02107,COG1595,,K03088,PF07638.12
Aq_sp_Aq135_02108,COG0177,,K10773,PF00730.26
Aq_sp_Aq135_02109,COG1225,,K03564,PF00578.22
Aq_sp_Aq135_02110,COG2143,,,PF00085.21
Aq_sp_Aq135_02112,COG1235,,,PF00753.28
Aq_sp_Aq135_02115,COG1629,,,PF13715.7
Aq_sp_Aq135_02116,,,,PF13229.7
Aq_sp_Aq135_02117,,,,PF14099.7
Aq_sp_Aq135_02118,,,,PF13229.7
Aq_sp_Aq135_02120,,,,PF14099.7
Aq_sp_Aq135_02122,COG4222,,,PF03009.18
Aq_sp_Aq135_02123,COG1501,GH31,K18820,PF16338.6
Aq_sp_Aq135_02125,COG4430,,,PF08818.12
Aq_sp_Aq135_02126,COG0400,,,PF00561.21
Aq_sp_Aq135_02127,,,,PF03411.14
Aq_sp_Aq135_02129,COG0044,,K01465,PF01979.21
Aq_sp_Aq135_02130,,,,PF07584.12
Aq_sp_Aq135_02131,,,,PF13505.7
Aq_sp_Aq135_02132,COG2509,,,PF01266.25
Aq_sp_Aq135_02133,COG0642,,,PF01590.27
Aq_sp_Aq135_02134,COG0251,,K09022,PF01042.22
Aq_sp_Aq135_02135,COG1452,,,
Aq_sp_Aq135_02136,COG0860,,,PF01520.19
Aq_sp_Aq135_02137,COG1463,,,PF02470.21
Aq_sp_Aq135_02138,COG0247,,,PF00037.28
Aq_sp_Aq135_02139,,,,PF03767.15
Aq_sp_Aq135_02140,COG0247,,,PF02754.17
Aq_sp_Aq135_02142,COG1472,GH3,,PF00144.25
Aq_sp_Aq135_02143,COG4989,,,PF00248.22
Aq_sp_Aq135_02145,COG0742,,K08316,PF03602.16
Aq_sp_Aq135_02146,,,,PF12864.8
Aq_sp_Aq135_02148,COG0507,,,PF13245.7
Aq_sp_Aq135_02149,COG1212,,,PF02348.20
Aq_sp_Aq135_02150,COG0204,,,PF01553.22
Aq_sp_Aq135_02152,COG1249,,K21739,PF00070.28
Aq_sp_Aq135_02153,COG0217,,,PF01709.21
Aq_sp_Aq135_02154,COG2154,,K01724,PF01329.20
Aq_sp_Aq135_02156,COG0424,,K06287,PF02545.15
Aq_sp_Aq135_02157,,,,PF01040.19
Aq_sp_Aq135_02158,COG0642,,,PF02518.27
Aq_sp_Aq135_02159,COG0745,,K07671,PF00072.25
Aq_sp_Aq135_02161,COG1576,,,PF02590.18
Aq_sp_Aq135_02162,COG0157,,K00767,PF01729.20
Aq_sp_Aq135_02163,COG1295,,,PF03631.16
Aq_sp_Aq135_02164,,,,PF16036.6
Aq_sp_Aq135_02165,,,,PF16036.6
Aq_sp_Aq135_02166,COG4731,,,PF09917.10
Aq_sp_Aq135_02167,,,,PF16036.6
Aq_sp_Aq135_02168,,,,PF11958.9
Aq_sp_Aq135_02169,COG1198,,,PF00270.30
Aq_sp_Aq135_02170,COG3279,,K02477,PF04397.16
Aq_sp_Aq135_02171,COG0360,,K02990,PF01250.18
Aq_sp_Aq135_02172,COG0238,,,PF01084.21
Aq_sp_Aq135_02173,COG0359,,K02939,PF03948.15
Aq_sp_Aq135_02174,,,,PF13715.7
Aq_sp_Aq135_02175,COG0624,,,PF07687.15
Aq_sp_Aq135_02177,COG0577,,,PF02687.22
Aq_sp_Aq135_02178,COG0124,,K01892,PF03129.21
Aq_sp_Aq135_02180,COG1858,,,PF03150.15
Aq_sp_Aq135_02181,COG3211,,,
Aq_sp_Aq135_02182,,,,PF09674.11
Aq_sp_Aq135_02183,COG2207,,,PF12833.8
Aq_sp_Aq135_02184,,,,PF12388.9
Aq_sp_Aq135_02185,COG1136,,,PF13304.7
Aq_sp_Aq135_02186,,GCBM9,,PF06452.12
Aq_sp_Aq135_02187,COG0225,,K07304,PF01625.22
Aq_sp_Aq135_02188,COG0302,,K01495,PF01227.23
Aq_sp_Aq135_02195,COG5403,,,PF06078.12
Aq_sp_Aq135_02196,COG0111,,K22982,PF00389.31
Aq_sp_Aq135_02197,COG1932,,K00831,PF00266.20
Aq_sp_Aq135_02198,,,,PF05893.15
Aq_sp_Aq135_02199,,,,PF00037.28
Aq_sp_Aq135_02200,,,,PF13505.7
Aq_sp_Aq135_02202,COG0366,GH13_19,K01176,PF00128.25
Aq_sp_Aq135_02203,COG1575,,K02548,PF01040.19
Aq_sp_Aq135_02204,COG2220,,,PF00753.28
Aq_sp_Aq135_02205,COG4948,,,PF13378.7
Aq_sp_Aq135_02206,COG1266,,,PF02517.17
Aq_sp_Aq135_02207,COG0318,,,PF00501.29
Aq_sp_Aq135_02208,COG2304,,,PF13715.7
Aq_sp_Aq135_02210,COG4799,,K01966,PF01039.23
Aq_sp_Aq135_02211,,,,PF13648.7
Aq_sp_Aq135_02212,COG0488,,K06020,PF13173.7
Aq_sp_Aq135_02213,COG1011,,,PF12689.8
Aq_sp_Aq135_02214,COG0076,,,PF00266.20
Aq_sp_Aq135_02215,COG1187,,K06181,PF00849.23
Aq_sp_Aq135_02216,COG2220,,,PF12706.8
Aq_sp_Aq135_02217,COG0730,,K07090,PF01925.20
Aq_sp_Aq135_02218,COG0659,,K03321,PF01740.22
Aq_sp_Aq135_02219,,,,PF13715.7
Aq_sp_Aq135_02220,,,,PF12844.8
Aq_sp_Aq135_02221,COG3550,,,PF13657.7
Aq_sp_Aq135_02222,COG0697,,,PF00892.21
Aq_sp_Aq135_02225,COG0686,,K00259,PF02826.20
Aq_sp_Aq135_02226,COG0802,,K06925,PF02367.18
Aq_sp_Aq135_02227,COG2204,,,PF08665.13
Aq_sp_Aq135_02228,COG1078,,,PF01966.23
Aq_sp_Aq135_02229,COG1044,,K02536,PF00132.25
Aq_sp_Aq135_02230,COG0774,GCE11,,PF07977.14
Aq_sp_Aq135_02231,COG1043,,K00677,PF13720.7
Aq_sp_Aq135_02232,COG0231,,K02356,PF01132.21
Aq_sp_Aq135_02233,COG1044,,K02536,PF00132.25
Aq_sp_Aq135_02234,,,,PF07366.13
Aq_sp_Aq135_02235,COG0074,,K01902,PF02629.20
Aq_sp_Aq135_02236,COG0612,,,PF00675.21
Aq_sp_Aq135_02237,COG1028,,K00059,PF00106.26
Aq_sp_Aq135_02239,COG0330,,,PF01145.26
Aq_sp_Aq135_02240,COG1764,,,PF02566.20
Aq_sp_Aq135_02241,COG1077,,K03569,PF00022.20
Aq_sp_Aq135_02242,COG0283,,K00945,PF13238.7
Aq_sp_Aq135_02244,COG1652,,,PF01476.21
Aq_sp_Aq135_02245,COG0101,,K06173,PF01416.21
Aq_sp_Aq135_02246,COG2258,,,PF03473.18
Aq_sp_Aq135_02247,COG2017,,,PF01263.21
Aq_sp_Aq135_02248,COG0514,,K03654,PF00270.30
Aq_sp_Aq135_02249,COG0488,,,PF13175.7
Aq_sp_Aq135_02250,COG0031,,K12339,PF00291.26
Aq_sp_Aq135_02251,COG1045,,,PF00132.25
Aq_sp_Aq135_02252,COG2524,,,PF00571.29
Aq_sp_Aq135_02253,COG5587,,,PF09365.11
Aq_sp_Aq135_02254,COG1028,,K00034,PF00106.26
Aq_sp_Aq135_02255,COG1028,,K00034,PF00106.26
Aq_sp_Aq135_02256,COG1309,,,PF00440.24
Aq_sp_Aq135_02257,COG0456,,K22441,PF00583.26
Aq_sp_Aq135_02258,COG0791,,,PF00877.20
Aq_sp_Aq135_02259,COG0183,,K00626,PF00109.27
Aq_sp_Aq135_02260,COG1480,,,PF07698.12
Aq_sp_Aq135_02261,,,,PF17642.2
Aq_sp_Aq135_02265,,,,PF12823.8
Aq_sp_Aq135_02266,COG0668,,K16053,PF00924.19
Aq_sp_Aq135_02267,COG1629,,,PF13715.7
Aq_sp_Aq135_02268,COG1629,,,PF13715.7
Aq_sp_Aq135_02270,COG0012,,K06942,PF02421.19
Aq_sp_Aq135_02271,COG0697,,,PF00892.21
Aq_sp_Aq135_02272,COG0642,,,PF02518.27
Aq_sp_Aq135_02273,COG1506,,,PF02129.19
Aq_sp_Aq135_02274,COG0596,,,PF00561.21
Aq_sp_Aq135_02275,COG3975,,,PF05299.13
Aq_sp_Aq135_02278,COG0025,,,PF00999.22
Aq_sp_Aq135_02279,COG0589,,,PF00582.27
Aq_sp_Aq135_02280,COG0659,,,PF00916.21
Aq_sp_Aq135_02281,COG0491,,,PF00753.28
Aq_sp_Aq135_02282,COG1404,,,PF00082.23
Aq_sp_Aq135_02283,COG0308,,,PF01433.21
Aq_sp_Aq135_02284,COG0594,,,PF00825.19
Aq_sp_Aq135_02285,COG0793,,,PF00595.25
Aq_sp_Aq135_02286,COG1846,,,PF00583.26
Aq_sp_Aq135_02287,COG2153,,K02348,PF00583.26
Aq_sp_Aq135_02288,COG1230,,K16264,PF01545.22
Aq_sp_Aq135_02289,COG0698,,K01808,PF02502.19
Aq_sp_Aq135_02290,COG0557,,K12573,PF17876.2
Aq_sp_Aq135_02291,,,,PF10988.9
Aq_sp_Aq135_02292,COG1280,,,PF01810.19
Aq_sp_Aq135_02293,COG1539,,,PF02152.19
Aq_sp_Aq135_02294,COG0008,,K01886,PF00749.22
Aq_sp_Aq135_02296,COG0330,,,PF01145.26
Aq_sp_Aq135_02297,COG0008,,K01885,PF00749.22
Aq_sp_Aq135_02298,COG1196,,,PF13779.7
Aq_sp_Aq135_02299,COG0319,,,PF02130.18
Aq_sp_Aq135_02300,COG0445,,K03495,PF12831.8
Aq_sp_Aq135_02303,COG2227,,,PF08241.13
Aq_sp_Aq135_02304,COG2825,,,PF03938.15
Aq_sp_Aq135_02305,,,,PF13585.7
Aq_sp_Aq135_02306,,,,PF11751.9
Aq_sp_Aq135_02307,,,,PF06832.13
Aq_sp_Aq135_02308,,,,PF11751.9
Aq_sp_Aq135_02310,,,,PF15648.7
Aq_sp_Aq135_02311,,,,PF19078.1
Aq_sp_Aq135_02312,,,,PF11751.9
Aq_sp_Aq135_02313,COG0577,,,PF02687.22
Aq_sp_Aq135_02314,COG0138,,K00602,PF01808.19
Aq_sp_Aq135_02315,COG1077,,K03569,PF00022.20
Aq_sp_Aq135_02316,COG1792,,K03570,PF04085.15
Aq_sp_Aq135_02318,COG0768,,K05515,PF03717.16
Aq_sp_Aq135_02319,COG0772,,,PF01098.20
Aq_sp_Aq135_02320,COG1864,,K01173,PF01223.24
Aq_sp_Aq135_02321,COG1651,,,PF13462.7
Aq_sp_Aq135_02322,COG1173,,,PF00528.23
Aq_sp_Aq135_02323,COG0793,,K03797,PF11818.9
Aq_sp_Aq135_02324,COG0496,,K03787,PF01975.18
Aq_sp_Aq135_02326,COG0763,GT19,K00748,PF02684.16
Aq_sp_Aq135_02327,COG0642,,,PF02518.27
Aq_sp_Aq135_02328,COG0791,,K13694,PF00877.20
Aq_sp_Aq135_02329,COG0658,,,PF03772.17
Aq_sp_Aq135_02330,COG1680,,,PF00144.25
Aq_sp_Aq135_02331,COG2143,,,PF00085.21
Aq_sp_Aq135_02332,COG3104,,,PF07690.17
Aq_sp_Aq135_02333,COG3104,,,PF07690.17
Aq_sp_Aq135_02334,COG1506,,K18574,PF00930.22
Aq_sp_Aq135_02335,COG1257,,K00054,PF00368.19
Aq_sp_Aq135_02336,COG1577,,,
Aq_sp_Aq135_02337,COG2849,,,PF07661.14
Aq_sp_Aq135_02338,COG4995,,,PF12770.8
Aq_sp_Aq135_02339,COG0508,,K00658,PF00198.24
Aq_sp_Aq135_02340,COG0567,,K00164,PF16078.6
Aq_sp_Aq135_02341,,,,PF13505.7
Aq_sp_Aq135_02344,COG0142,,K13787,PF00348.18
Aq_sp_Aq135_02345,COG1309,,K22108,PF00440.24
Aq_sp_Aq135_02346,COG1538,,,PF02321.19
Aq_sp_Aq135_02347,COG0845,,,PF00364.23
Aq_sp_Aq135_02348,COG0841,,K18138,PF00873.20
Aq_sp_Aq135_02349,,,,PF08818.12
Aq_sp_Aq135_02352,,,,PF11066.9
Aq_sp_Aq135_02353,,,,PF13308.7
Aq_sp_Aq135_02354,COG0583,,K21703,PF00126.28
Aq_sp_Aq135_02358,,,,PF03160.15
Aq_sp_Aq135_02359,,,,PF13585.7
Aq_sp_Aq135_02361,COG0740,,K01358,PF00574.24
Aq_sp_Aq135_02362,COG1876,,,PF02557.18
Aq_sp_Aq135_02363,COG2340,,,PF00188.27
Aq_sp_Aq135_02364,COG4783,,,PF01435.19
Aq_sp_Aq135_02365,COG0666,,,PF00023.31
Aq_sp_Aq135_02366,COG0666,,,PF00023.31
Aq_sp_Aq135_02367,COG0696,,K15633,PF06415.14
Aq_sp_Aq135_02368,COG0526,,,PF00085.21
Aq_sp_Aq135_02369,COG0024,,K01265,PF00557.25
Aq_sp_Aq135_02370,COG2226,,,PF08241.13
Aq_sp_Aq135_02371,COG4995,,,PF12770.8
Aq_sp_Aq135_02372,COG1477,,K03734,PF02424.16
Aq_sp_Aq135_02374,,,,PF16138.6
Aq_sp_Aq135_02375,COG2871,,,PF00970.25
Aq_sp_Aq135_02376,COG2209,,K00350,PF02508.15
Aq_sp_Aq135_02377,COG1347,,K00349,PF02508.15
Aq_sp_Aq135_02378,COG2869,,K00348,PF04205.15
Aq_sp_Aq135_02379,COG1805,,K00347,PF03116.16
Aq_sp_Aq135_02380,COG1726,,K00346,PF05896.12
Aq_sp_Aq135_02381,,,,PF17116.6
Aq_sp_Aq135_02382,,,,PF12412.9
Aq_sp_Aq135_02383,COG2967,,K06195,PF04379.15
Aq_sp_Aq135_02385,,,,PF05742.13
Aq_sp_Aq135_02386,COG1012,,K00294,PF00171.23
Aq_sp_Aq135_02387,COG0456,,,PF00583.26
Aq_sp_Aq135_02388,COG0357,,K03501,PF02527.16
Aq_sp_Aq135_02389,COG3239,,K22769,PF00487.25
Aq_sp_Aq135_02390,COG0436,,K00812,PF00155.22
Aq_sp_Aq135_02392,COG0168,,K03498,PF02386.17
Aq_sp_Aq135_02393,COG0569,,K03499,PF13241.7
Aq_sp_Aq135_02394,COG2226,,K03183,PF08241.13
Aq_sp_Aq135_02395,,,,PF13568.7
Aq_sp_Aq135_02396,COG0566,,K21514,PF00588.20
Aq_sp_Aq135_02397,COG4775,,,PF01103.24
Aq_sp_Aq135_02398,COG0191,,K01624,PF01116.21
