PFAM_ACC,CLAN,CLAN_Name,PFAM_Name,PFAM_desc
PF17762,CL0123,HTH,HTH_ParB,HTH domain found in ParB protein
PF01527,CL0123,HTH,HTH_Tnp_1,Transposase
PF18174,CL0548,IHF-likeDNA-bdg,HU-CCDC81_bac_1,CCDC81-like prokaryotic HU domain 1
PF18175,CL0548,IHF-likeDNA-bdg,HU-CCDC81_bac_2,CCDC81-like prokaryotic HU domain 2
PF18291,CL0548,IHF-likeDNA-bdg,HU-HIG,"HU domain fused to wHTH, Ig, or Glycine-rich motif"
PF04955,CL0292,LysE,HupE_UreJ,HupE / UreJ protein
PF13795,CL0292,LysE,HupE_UreJ_2,HupE / UreJ protein
PF05962,CL0029,Cupin,HutD,HutD
PF07536,CL0025,His_Kinase_A,HWE_HK,HWE histidine kinase
PF01638,CL0123,HTH,HxlR,HxlR-like helix-turn-helix
PF00702,CL0137,HAD,Hydrolase,haloacid dehalogenase-like hydrolase
PF08282,CL0137,HAD,Hydrolase_3,haloacid dehalogenase-like hydrolase
PF12146,CL0028,AB_hydrolase,Hydrolase_4,"Serine aminopeptidase, S33"
PF13242,CL0137,HAD,Hydrolase_like,HAD-hyrolase-like
PF09509,,,Hypoth_Ymh,Protein of unknown function (Hypoth_ymh)
PF02494,CL0159,E-set,HYR,HYR domain
PF03030,,,H_PPase,Inorganic H+ pyrophosphatase
PF00463,CL0151,PK_TIM,ICL,Isocitrate lyase family
PF01614,CL0161,GAF,IclR,Bacterial transcriptional regulator
PF03971,CL0270,Iso_DH,IDH,Monomeric isocitrate dehydrogenase
PF11987,,,IF-2,Translation-initiation factor 2
PF04760,CL0123,HTH,IF2_N,"Translation initiation factor IF-2, N-terminal region"
PF00707,,,IF3_C,"Translation initiation factor IF-3, C-terminal domain"
PF05198,,,IF3_N,"Translation initiation factor IF-3, N-terminal domain"
PF00475,CL0329,S5,IGPD,Imidazoleglycerol-phosphate dehydratase
PF00218,CL0036,TIM_barrel,IGPS,Indole-3-glycerol phosphate synthase
PF13895,CL0011,Ig,Ig_2,Immunoglobulin domain
PF13927,CL0011,Ig,Ig_3,Immunoglobulin domain
PF19081,CL0011,Ig,Ig_7,Ig-like domain CHU_C associated
PF01450,CL0106,6PGD_C,IlvC,"Acetohydroxy acid isomeroreductase, catalytic domain"
PF00920,,,ILVD_EDD,Dehydratase family
PF07991,CL0063,NADP_Rossmann,IlvN,"Acetohydroxy acid isomeroreductase, NADPH-binding domain"
PF00478,CL0036,TIM_barrel,IMPDH,IMP dehydrogenase / GMP reductase domain
PF00817,,,IMS,impB/mucB/samB family
PF11799,,,IMS_C,impB/mucB/samB family C-terminal domain
PF11798,CL0198,HHH,IMS_HHH,IMS family HHH motif
PF05922,CL0570,PPP-I,Inhibitor_I9,Peptidase inhibitor I9
PF18981,CL0159,E-set,InlK_D3,Internalin K domain (D3/D4)
PF00520,CL0030,Ion_channel,Ion_trans,Ion transport protein
PF07885,CL0030,Ion_channel,Ion_trans_2,Ion channel
PF06415,,,iPGM_N,BPG-independent PGAM N-terminus (iPGM_N)
PF01715,CL0023,P-loop_NTPase,IPPT,IPP transferase
PF01745,CL0023,P-loop_NTPase,IPT,Isopentenyl transferase
PF17655,CL0159,E-set,IRK_C,Inward rectifier potassium channel C-terminal domain
PF00857,,,Isochorismatase,Isochorismatase family
PF00180,CL0270,Iso_DH,Iso_dh,Isocitrate/isopropylmalate dehydrogenase
PF01695,CL0023,P-loop_NTPase,IstB_IS21,IstB-like ATP binding protein
PF04183,CL0016,PKinase,IucA_IucC,IucA / IucC family
PF01156,,,IU_nuc_hydro,Inosine-uridine preferring nucleoside hydrolase
PF07693,CL0023,P-loop_NTPase,KAP_NTPase,KAP family P-loop domain
PF16197,CL0046,Thiolase,KAsynt_C_assoc,Ketoacyl-synthetase C-terminal extension
PF00109,CL0046,Thiolase,ketoacyl-synt,"Beta-ketoacyl synthase, N-terminal domain"
PF13723,CL0046,Thiolase,Ketoacyl-synt_2,"Beta-ketoacyl synthase, N-terminal domain"
PF02801,CL0046,Thiolase,Ketoacyl-synt_C,"Beta-ketoacyl synthase, C-terminal domain"
PF00013,CL0007,KH,KH_1,KH domain
PF07650,CL0007,KH,KH_2,KH domain
PF13184,CL0007,KH,KH_5,NusA-like KH domain
PF14714,,,KH_dom-like,"KH-domain-like of EngA bacterial GTPase enzymes, C-terminal"
PF00467,CL0107,KOW,KOW,KOW motif
PF08659,CL0063,NADP_Rossmann,KR,KR domain
PF13434,CL0063,NADP_Rossmann,K_oxygenase,L-lysine 6-monooxygenase (NADPH-requiring)
PF02502,,,LacAB_rpiB,Ribose/Galactose Isomerase
PF00356,CL0123,HTH,LacI,"Bacterial regulatory proteins, lacI family"
PF00753,CL0381,Metallo-HOrase,Lactamase_B,Metallo-beta-lactamase superfamily
PF12706,CL0381,Metallo-HOrase,Lactamase_B_2,Beta-lactamase superfamily domain
PF13483,CL0381,Metallo-HOrase,Lactamase_B_3,Beta-lactamase superfamily domain
PF13691,CL0381,Metallo-HOrase,Lactamase_B_4,tRNase Z endonuclease
PF02652,CL0182,IT,Lactate_perm,L-lactate permease
PF10282,CL0186,Beta_propeller,Lactonase,"Lactonase, 7-bladed beta-propeller"
PF01306,CL0015,MFS,LacY_symp,LacY proton/sugar symporter
PF03746,CL0158,GH_CE,LamB_YcsF,LamB/YcsF family
PF13385,CL0004,Concanavalin,Laminin_G_3,Concanavalin A-like lectin/glucanases superfamily
PF05147,CL0059,6_Hairpin,LANC_like,Lanthionine synthetase C-like protein
PF14028,,,Lant_dehydr_C,Lantibiotic biosynthesis dehydratase C-term
PF04738,,,Lant_dehydr_N,"Lantibiotic dehydratase, N terminus"
PF04072,CL0063,NADP_Rossmann,LCM,Leucine carboxyl methyltransferase
PF18306,CL0349,SLOG,LDcluster4,SLOG cluster4 family
PF02866,CL0341,LDH_C,Ldh_1_C,"lactate/malate dehydrogenase, alpha/beta C-terminal domain"
PF00056,CL0063,NADP_Rossmann,Ldh_1_N,"lactate/malate dehydrogenase, NAD binding domain"
PF04011,,,LemA,LemA family
PF06421,,,LepA_C,GTP-binding protein LepA C-terminus
PF07766,,,LETM1,LETM1-like protein
PF03588,CL0257,Acetyltrans,Leu_Phe_trans,Leucyl/phenylalanyl-tRNA protein transferase
PF01790,,,LGT,Prolipoprotein diacylglyceryl transferase
PF16881,,,LIAS_N,N-terminal domain of lipoyl synthase of Radical_SAM family
PF00549,CL0506,Succ_CoA_synth,Ligase_CoA,CoA-ligase
PF13472,CL0264,SGNH_hydrolase,Lipase_GDSL_2,GDSL-like Lipase/Acylhydrolase family
PF12103,CL0202,GBD,Lipl32,Surface lipoprotein of Spirochaetales order
PF13648,CL0116,Calycin,Lipocalin_4,Lipocalin-like domain
PF03279,CL0228,Acyltransferase,Lip_A_acyltrans,Bacterial lipid A biosynthesis acyltransferase
PF01451,CL0031,Phosphatase,LMWPc,Low molecular weight phosphotyrosine protein phosphatase
PF18417,,,LodA_C,L-lysine epsilon oxidase C-terminal domain
PF17990,,,LodA_N,L-Lysine epsilon oxidase N-terminal
PF03548,CL0048,LolA_LolB,LolA,Outer membrane lipoprotein carrier protein LolA
PF16584,CL0048,LolA_LolB,LolA_2,Outer membrane lipoprotein carrier protein LolA
PF17131,CL0048,LolA_LolB,LolA_like,Outer membrane lipoprotein-sorting protein
PF03550,CL0048,LolA_LolB,LolB,Outer membrane lipoprotein LolB
PF05362,CL0329,S5,Lon_C,Lon protease (S16) C-terminal proteolytic domain
PF02190,CL0178,PUA,LON_substr_bdg,ATP-dependent protease La (LON) substrate-binding domain 
PF03706,,,LPG_synthase_TM,Lysylphosphatidylglycerol synthase TM region
PF03067,CL0159,E-set,LPMO_10,"Lytic polysaccharide mono-oxygenase, cellulose-degrading"
PF07007,,,LprI,Lysozyme inhibitor LprI
PF06835,CL0259,OstA,LptC,"Lipopolysaccharide-assembly, LptC-related"
PF03968,CL0259,OstA,LptD_N,LptA/(LptD N-terminal domain) LPS transport protein
PF04390,CL0342,TolB_N,LptE,Lipopolysaccharide-assembly
PF03739,CL0404,BPD_transp_1,LptF_LptG,Lipopolysaccharide export system permease LptF/LptG
PF02684,CL0113,GT-B,LpxB,Lipid-A-disaccharide synthetase
PF03331,CL0329,S5,LpxC,UDP-3-O-acyl N-acetylglycosamine deacetylase
PF04613,,,LpxD,"UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD  "
PF02606,CL0023,P-loop_NTPase,LpxK,Tetraacyldisaccharide-1-P 4'-kinase
PF00560,CL0022,LRR,LRR_1,Leucine Rich Repeat
PF12799,CL0022,LRR,LRR_4,Leucine Rich repeats (2 copies)
PF13306,CL0022,LRR,LRR_5,BspA type Leucine rich repeat region (6 copies)
PF13855,CL0022,LRR,LRR_8,Leucine rich repeat
PF14580,CL0022,LRR,LRR_9,Leucine-rich repeat
PF00932,CL0159,E-set,LTD,Lamin Tail Domain
PF02589,CL0246,ISOCOT_Fold,LUD_dom,LUD domain
PF12893,CL0051,NTF2,Lumazine_bd_2,Putative lumazine-binding
PF00677,CL0076,FAD_Lum_binding,Lum_binding,Lumazine binding domain
PF05893,CL0099,ALDH-like,LuxC,Acyl-CoA reductase (LuxC)
PF08309,CL0186,Beta_propeller,LVIVD,LVIVD repeat
PF00206,,,Lyase_1,Lyase
PF00221,,,Lyase_aromatic,Aromatic amino acid lyase
PF05834,CL0063,NADP_Rossmann,Lycopene_cycl,Lycopene cyclase protein
PF01810,CL0292,LysE,LysE,LysE type translocator
PF03641,CL0349,SLOG,Lysine_decarbox,Possible lysine decarboxylase
PF01476,CL0187,LysM,LysM,LysM domain
PF03466,CL0177,PBP,LysR_substrate,LysR substrate binding domain
PF04397,CL0049,Tudor,LytTR,LytTr DNA-binding domain
PF07687,,,M20_dimer,Peptidase dimerisation domain
PF12704,,,MacB_PCD,MacB-like periplasmic core domain
PF01661,CL0223,MACRO,Macro,Macro domain
PF02545,CL0269,Maf,Maf,Maf-like protein
PF14437,CL0109,CDA,MafB19-deam,MafB19-like deaminase
PF01973,,,MAF_flag10,Protein of unknown function DUF115
PF01274,CL0151,PK_TIM,Malate_synthase,Malate synthase
PF00390,CL0603,AA_dh_N,malic,"Malic enzyme, N-terminal domain"
PF03949,CL0063,NADP_Rossmann,Malic_M,"Malic enzyme, NAD binding domain"
PF00629,CL0004,Concanavalin,MAM,"MAM domain, meprin/A5/mu"
PF01050,CL0029,Cupin,MannoseP_isomer,Mannose-6-phosphate isomerase
PF01575,CL0050,HotDog,MaoC_dehydratas,MaoC like domain
PF01914,CL0292,LysE,MarC,MarC family integral membrane protein
PF01047,CL0123,HTH,MarR,MarR family
PF12802,CL0123,HTH,MarR_2,MarR family
PF01554,CL0222,MviN_MATE,MatE,MatE
PF03819,CL0231,MazG,MazG,MazG nucleotide pyrophosphohydrolase domain
PF12643,CL0231,MazG,MazG-like,MazG-like family
PF03062,CL0517,MBOAT-like,MBOAT,"MBOAT, membrane-bound O-acyltransferase family"
PF13813,CL0517,MBOAT-like,MBOAT_2,Membrane bound O-acyl transferase family
PF00493,CL0023,P-loop_NTPase,MCM,MCM P-loop domain
PF06833,CL0127,ClpP_crotonase,MdcE,Malonate decarboxylase gamma subunit (MdcE)
PF03308,CL0023,P-loop_NTPase,MeaB,Methylmalonyl Co-A mutase-associated GTPase MeaB
PF08877,CL0236,PDDEXK,MepB,MepB protein
PF00376,CL0123,HTH,MerR,MerR family regulatory protein
PF13411,CL0123,HTH,MerR_1,MerR HTH family regulatory protein
PF03724,CL0116,Calycin,META,META domain
PF01676,CL0088,Alk_phosphatase,Metalloenzyme,Metalloenzyme superfamily
PF00149,CL0163,Calcineurin,Metallophos,Calcineurin-like phosphoesterase
PF12850,CL0163,Calcineurin,Metallophos_2,Calcineurin-like phosphoesterase superfamily domain
PF02086,CL0063,NADP_Rossmann,MethyltransfD12,D12 class N6 adenine-specific DNA methyltransferase
PF05971,CL0063,NADP_Rossmann,Methyltransf_10,RNA methyltransferase
PF08241,CL0063,NADP_Rossmann,Methyltransf_11,Methyltransferase domain
PF08242,CL0063,NADP_Rossmann,Methyltransf_12,Methyltransferase domain
PF10294,CL0063,NADP_Rossmann,Methyltransf_16,Lysine methyltransferase
PF12847,CL0063,NADP_Rossmann,Methyltransf_18,Methyltransferase domain
PF02870,,,Methyltransf_1N,"6-O-methylguanine DNA methyltransferase, ribonuclease-like domain"
PF00891,CL0063,NADP_Rossmann,Methyltransf_2,O-methyltransferase domain
PF13489,CL0063,NADP_Rossmann,Methyltransf_23,Methyltransferase domain
PF13578,CL0063,NADP_Rossmann,Methyltransf_24,Methyltransferase domain
PF13649,CL0063,NADP_Rossmann,Methyltransf_25,Methyltransferase domain
PF01596,CL0063,NADP_Rossmann,Methyltransf_3,O-methyltransferase
PF05430,CL0063,NADP_Rossmann,Methyltransf_30,S-adenosyl-L-methionine-dependent methyltransferase
PF13847,CL0063,NADP_Rossmann,Methyltransf_31,Methyltransferase domain
PF13679,CL0063,NADP_Rossmann,Methyltransf_32,Methyltransferase domain
PF10017,CL0063,NADP_Rossmann,Methyltransf_33,"Histidine-specific methyltransferase, SAM-dependent"
PF02390,CL0063,NADP_Rossmann,Methyltransf_4,Putative methyltransferase 
PF01795,CL0063,NADP_Rossmann,Methyltransf_5,MraW methylase family
PF08003,CL0063,NADP_Rossmann,Methyltransf_9,Protein of unknown function (DUF1698)
PF04452,CL0098,SPOUT,Methyltrans_RNA,RNA methyltransferase
PF10672,CL0063,NADP_Rossmann,Methyltrans_SAM,S-adenosylmethionine-dependent methyltransferase
PF01189,CL0063,NADP_Rossmann,Methyltr_RsmB-F,16S rRNA methyltransferase RsmB/F
PF17125,CL0063,NADP_Rossmann,Methyltr_RsmF_N,N-terminal domain of 16S rRNA methyltransferase RsmF
PF07021,CL0063,NADP_Rossmann,MetW,Methionine biosynthesis protein MetW
PF02475,CL0063,NADP_Rossmann,Met_10,Met-10+ like-protein
PF06838,CL0061,PLP_aminotran,Met_gamma_lyase,Methionine gamma-lyase 
PF02965,,,Met_synt_B12,"Vitamin B12 dependent methionine synthase, activation domain"
PF07690,CL0015,MFS,MFS_1,Major Facilitator Superfamily
PF12832,CL0015,MFS,MFS_1_like,MFS_1 like family
PF13347,CL0015,MFS,MFS_2,MFS/sugar transport protein
PF05977,CL0015,MFS,MFS_3,Transmembrane secretion effector
PF16983,CL0062,APC,MFS_MOT1,Molybdate transporter of MFS superfamily
PF01835,CL0159,E-set,MG2,MG2 domain
PF02142,,,MGS,MGS-like domain
PF12002,CL0604,post-AAA,MgsA_C,MgsA AAA+ ATPase C terminal
PF01769,,,MgtE,Divalent cation transporter
PF03448,CL0436,FliG,MgtE_N,MgtE intracellular N domain
PF01078,CL0023,P-loop_NTPase,Mg_chelatase,"Magnesium chelatase, subunit ChlI"
PF13335,CL0671,AAA_lid,Mg_chelatase_C,"Magnesium chelatase, subunit ChlI C-terminal"
PF06175,CL0044,Ferritin,MiaE,tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)
PF00230,,,MIP,Major intrinsic protein
PF09140,CL0023,P-loop_NTPase,MipZ,ATPase MipZ
PF02470,,,MlaD,MlaD protein
PF02405,,,MlaE,Permease MlaE
PF03176,CL0322,RND_permease,MMPL,MMPL family
PF01926,CL0023,P-loop_NTPase,MMR_HSR1,50S ribosome-binding GTPase
PF16897,,,MMR_HSR1_Xtn,C-terminal region of MMR_HSR1 domain
PF01642,,,MM_CoA_mutase,Methylmalonyl-CoA mutase
PF12631,,,MnmE_helical,MnmE helical domain
PF00994,,,MoCF_biosynth,Probable molybdopterin binding domain
PF00384,,,Molybdopterin,Molybdopterin oxidoreductase
PF04879,CL0344,4Fe-4S,Molybdop_Fe4S4,Molybdopterin oxidoreductase Fe4S4 domain
PF01568,CL0332,AcetylDC-like,Molydop_binding,Molydopterin dinucleotide binding domain
PF07661,CL0251,MORN,MORN_2,MORN repeat variant
PF03473,,,MOSC,MOSC domain
PF01618,,,MotA_ExbB,MotA/TolQ/ExbB proton channel family
PF10555,,,MraY_sig1,Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1 
PF02381,CL0132,AbrB,MraZ,"MraZ protein, putative antitoxin-like"
PF06723,CL0108,Actin_ATPase,MreB_Mbl,MreB/Mbl protein
PF04085,,,MreC,rod shape-determining protein MreC
PF13378,CL0256,Enolase_TIM,MR_MLE_C,Enolase C-terminal domain-like
PF01741,,,MscL,"Large-conductance mechanosensitive channel, MscL"
PF00924,,,MS_channel,Mechanosensitive ion channel
PF18741,CL0236,PDDEXK,MTES_1575,REase_MTES_1575
PF02219,CL0086,FAD_oxidored,MTHFR,Methylenetetrahydrofolate reductase
PF03083,CL0141,MtN3-like,MtN3_slv,Sugar efflux transporter for intercellular exchange
PF11854,CL0193,MBB,MtrB_PioB,"Putative outer membrane beta-barrel porin, MtrB/PioB"
PF05175,CL0063,NADP_Rossmann,MTS,Methyltransferase small domain
PF13455,CL0418,GIY-YIG,MUG113,Meiotically up-regulated gene 113
PF11860,,,Muramidase,N-acetylmuramidase
PF02873,,,MurB_C,"UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain"
PF01225,CL0063,NADP_Rossmann,Mur_ligase,"Mur ligase family, catalytic domain"
PF02875,,,Mur_ligase_C,"Mur ligase family, glutamate ligase domain"
PF08245,,,Mur_ligase_M,Mur ligase middle domain
PF08676,,,MutL_C,MutL C terminal dimerisation domain
PF01624,,,MutS_I,MutS domain I
PF05188,,,MutS_II,MutS domain II
PF05192,,,MutS_III,MutS domain III
PF05190,,,MutS_IV,MutS family domain IV
PF00488,CL0023,P-loop_NTPase,MutS_V,MutS domain V
PF02384,CL0063,NADP_Rossmann,N6_Mtase,N-6 DNA Methylase
PF04245,,,NA37,37-kD nucleoid-associated bacterial protein
PF05729,CL0023,P-loop_NTPase,NACHT,NACHT domain
PF02445,,,NadA,Quinolinate synthetase A protein
PF08719,,,NADAR,NADAR domain
PF00175,CL0091,NAD_Ferredoxin,NAD_binding_1,Oxidoreductase NAD-binding domain 
PF13460,CL0063,NADP_Rossmann,NAD_binding_10,NAD(P)H-binding 
PF03446,CL0063,NADP_Rossmann,NAD_binding_2,NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447,CL0063,NADP_Rossmann,NAD_binding_3,"Homoserine dehydrogenase, NAD binding domain"
PF07993,CL0063,NADP_Rossmann,NAD_binding_4,Male sterility protein
PF08030,CL0091,NAD_Ferredoxin,NAD_binding_6,Ferric reductase NAD binding domain
PF13241,CL0063,NADP_Rossmann,NAD_binding_7,Putative NAD(P)-binding
PF13450,CL0063,NADP_Rossmann,NAD_binding_8,NAD(P)-binding Rossmann-like domain
PF13454,CL0063,NADP_Rossmann,NAD_binding_9,FAD-NAD(P)-binding
PF07479,CL0106,6PGD_C,NAD_Gly3P_dh_C,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF01210,CL0063,NADP_Rossmann,NAD_Gly3P_dh_N,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
PF01513,CL0240,PFK,NAD_kinase,ATP-NAD kinase
PF02540,CL0039,HUP,NAD_synthase,NAD synthase
PF03892,CL0317,Multiheme_cytos,NapB,Nitrate reductase cytochrome c-type subunit (NapB)
PF04095,CL0036,TIM_barrel,NAPRTase,Nicotinate phosphoribosyltransferase (NAPRTase) family
PF01235,CL0062,APC,Na_Ala_symp,Sodium:alanine symporter family
PF01699,,,Na_Ca_ex,Sodium/calcium exchanger protein
PF03553,CL0182,IT,Na_H_antiporter,Na+/H+ antiporter family
PF00999,CL0064,CPA_AT,Na_H_Exchanger,Sodium/hydrogen exchanger family
PF00939,CL0182,IT,Na_sulph_symp,Sodium:sulfate symporter transmembrane region
PF00931,CL0023,P-loop_NTPase,NB-ARC,NB-ARC domain
PF00334,,,NDK,Nucleoside diphosphate kinase
PF08378,CL0236,PDDEXK,NERD,Nuclease-related domain
PF08712,,,Nfu_N,Scaffold protein Nfu/NifU N terminal
PF06450,CL0182,IT,NhaB,Bacterial Na+/H+ antiporter B (NhaB)
PF01784,,,NIF3,NIF3 (NGG1p interacting factor 3)
PF01106,CL0232,NifU,NifU,NifU-like domain
PF01077,,,NIR_SIR,Nitrite and sulphite reductase 4Fe-4S domain
PF03460,,,NIR_SIR_ferr,Nitrite/Sulfite reductase ferredoxin-like half domain
PF00881,CL0529,FMN-dep-NRtase,Nitroreductase,Nitroreductase family
PF00877,CL0125,Peptidase_CA,NLPC_P60,NlpC/P60 family
PF04973,,,NMN_transporter,Nicotinamide mononucleotide transporter
PF03060,CL0036,TIM_barrel,NMO,Nitronate monooxygenase
PF05368,CL0063,NADP_Rossmann,NmrA,NmrA-like family
PF09084,CL0177,PBP,NMT1,NMT1/THI5 like
PF05048,CL0268,Pec_lyase-like,NosD,Periplasmic copper-binding protein (NosD)
PF03116,,,NQR2_RnfD_RnfE,"NQR2, RnfD, RnfE family"
PF05896,CL0105,Hybrid,NQRA,Na(+)-translocating NADH-quinone reductase subunit A (NQRA)
PF11973,CL0072,Ubiquitin,NQRA_SLBB,NQRA C-terminal domain
PF01566,CL0062,APC,Nramp,Natural resistance-associated macrophage protein
PF03916,CL0308,DMSO_reductase,NrfD,"Polysulphide reductase, NrfD"
PF15523,,,Ntox16,Novel toxin 16
PF00483,CL0110,GT-A,NTP_transferase,Nucleotidyl transferase
PF12804,CL0110,GT-A,NTP_transf_3,MobA-like NTP transferase domain
PF13562,,,NTP_transf_4,Sugar nucleotidyl transferase
PF04248,CL0080,Beta-tent,NTP_transf_9,Domain of unknown function (DUF427)
PF07662,,,Nucleos_tra2_C,Na+ dependent nucleoside transporter C-terminus
PF01773,,,Nucleos_tra2_N,Na+ dependent nucleoside transporter N-terminus
PF15891,CL0498,Nribosyltransf,Nuc_deoxyri_tr2,Nucleoside 2-deoxyribosyltransferase like
PF03825,CL0015,MFS,Nuc_H_symport,Nucleoside H+ symporter
PF00293,CL0261,NUDIX,NUDIX,NUDIX domain
PF14815,CL0261,NUDIX,NUDIX_4,NUDIX domain
PF08529,,,NusA_N,NusA N-terminal domain
PF01029,CL0633,NusB,NusB,NusB family
PF02357,CL0439,NusG-like,NusG,Transcription termination factor nusG
PF01936,CL0280,PIN,NYN,NYN domain
PF07963,,,N_methyl,Prokaryotic N-terminal methylation motif
PF17849,CL0021,OB,OB_Dis3,Dis3-like cold-shock domain 2 (CSD2)
PF08206,CL0021,OB,OB_RNB,Ribonuclease B OB domain
PF02423,CL0063,NADP_Rossmann,OCD_Mu_crystall,Ornithine cyclodeaminase/mu-crystallin family
PF02321,CL0105,Hybrid,OEP,Outer membrane efflux protein
PF08352,,,oligo_HPY,"Oligopeptide/dipeptide transporter, C-terminal region"
PF13376,,,OmdA,"Bacteriocin-protection, YdeI or OmpD-Associated"
PF01103,CL0193,MBB,Omp85,Omp85 superfamily domain
PF19143,CL0193,MBB,Omp85_2,OMP85 superfamily
PF00691,,,OmpA,OmpA family
PF00215,CL0036,TIM_barrel,OMPdecase,Orotidine 5'-phosphate decarboxylase / HUMPS family
PF03938,,,OmpH,Outer membrane protein (OmpH-like)
PF13505,CL0193,MBB,OMP_b-brl,Outer membrane protein beta-barrel domain
PF13568,CL0193,MBB,OMP_b-brl_2,Outer membrane protein beta-barrel domain
PF14905,CL0193,MBB,OMP_b-brl_3,Outer membrane protein beta-barrel family
PF12911,,,OppC_N,N-terminal TM domain of oligopeptide transport permease C
PF10543,,,ORF6N,ORF6N domain
PF02784,CL0036,TIM_barrel,Orn_Arg_deC_N,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"
PF00278,,,Orn_DAP_Arg_deC,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain"
PF00213,CL0255,ATP_synthase,OSCP,ATP synthase delta (OSCP) subunit
PF02566,,,OsmC,OsmC-like protein
PF12872,CL0123,HTH,OST-HTH,OST-HTH/LOTUS domain
PF13100,CL0259,OstA,OstA_2,OstA-like protein
PF00185,CL0399,Asp-glut_race,OTCace,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"
PF02729,,,OTCace_N,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain"
PF00724,CL0036,TIM_barrel,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family
PF16870,CL0591,TKC_like,OxoGdeHyase_C,2-oxoglutarate dehydrogenase C-terminal
PF09859,CL0029,Cupin,Oxygenase-NA,"Oxygenase, catalysing oxidative methylation of damaged DNA"
PF00543,CL0089,GlnB-like,P-II,Nitrogen regulatory protein P-II
PF00067,,,p450,Cytochrome P450
PF14748,CL0106,6PGD_C,P5CR_dimer,Pyrroline-5-carboxylate reductase dimerisation
PF02225,CL0364,Leu-IlvD,PA,PA domain
PF07691,CL0301,PA14,PA14,PA14 domain
PF05138,CL0044,Ferritin,PaaA_PaaC,Phenylacetic acid catabolic protein
PF06243,,,PaaB,Phenylacetic acid degradation B
PF05488,,,PAAR_motif,PAAR motif
PF03551,CL0123,HTH,PadR,Transcriptional regulator PadR-like family
PF03403,CL0028,AB_hydrolase,PAF-AH_p_II,"Platelet-activating factor acetylhydrolase, isoform II"
PF09411,CL0193,MBB,PagL,Lipid A 3-O-deacylase (PagL)
PF09699,CL0317,Multiheme_cytos,Paired_CXXCH_1,Doubled CXXCH motif (Paired_CXXCH_1)
PF00291,CL0063,NADP_Rossmann,PALP,Pyridoxal-phosphate dependent enzyme
PF02569,CL0039,HUP,Pantoate_ligase,Pantoate-beta-alanine ligase
PF02548,CL0151,PK_TIM,Pantoate_transf,Ketopantoate hydroxymethyltransferase
PF12568,CL0257,Acetyltrans,PanZ,"Acetyltransferase (GNAT) domain, PanZ"
PF03309,CL0108,Actin_ATPase,Pan_kinase,Type III pantothenate kinase
PF01569,CL0525,pap2,PAP2,PAP2 superfamily
PF14378,CL0525,pap2,PAP2_3,PAP2 superfamily
PF14360,CL0525,pap2,PAP2_C,PAP2 superfamily C-terminal
PF01507,CL0039,HUP,PAPS_reduct,Phosphoadenosine phosphosulfate reductase family
PF10609,CL0023,P-loop_NTPase,ParA,NUBPL iron-transfer P-loop NTPase
PF02195,CL0248,ParBc,ParBc,ParB-like nuclease domain
PF03693,CL0057,Met_repress,ParD_antitoxin,Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF05016,CL0136,Plasmid-antitox,ParE_toxin,"ParE toxin of type II toxin-antitoxin system, parDE"
PF00989,CL0183,PAS_Fold,PAS,PAS fold
PF03793,,,PASTA,PASTA domain
PF13596,CL0183,PAS_Fold,PAS_10,PAS domain
PF14598,CL0183,PAS_Fold,PAS_11,PAS domain
PF08447,CL0183,PAS_Fold,PAS_3,PAS fold
PF08448,CL0183,PAS_Fold,PAS_4,PAS fold
PF13188,CL0183,PAS_Fold,PAS_8,PAS domain
PF13426,CL0183,PAS_Fold,PAS_9,PAS domain
PF01734,CL0323,Patatin,Patatin,Patatin-like phospholipase
PF02460,CL0322,RND_permease,Patched,Patched family
PF01161,,,PBP,Phosphatidylethanolamine-binding protein
PF03717,,,PBP_dimer,Penicillin-binding Protein dimerisation domain
PF12727,CL0177,PBP,PBP_like,PBP superfamily domain
PF17092,CL0021,OB,PCB_OB,Penicillin-binding protein OB-like domain
PF01135,CL0063,NADP_Rossmann,PCMT,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF03462,,,PCRF,PCRF domain
PF07676,CL0186,Beta_propeller,PD40,WD40-like Beta Propeller Repeat
PF13739,,,PdaC,Deacetylase PdaC
PF12705,CL0236,PDDEXK,PDDEXK_1,PD-(D/E)XK nuclease superfamily
PF02153,CL0063,NADP_Rossmann,PDH,Prephenate dehydrogenase
PF00800,CL0177,PBP,PDT,Prephenate dehydratase
