GH25,GH13_8,GH74,GH19,PL7_5,GT30,GT51,CBM38,CBM5+GH19,CBM6+GH81,CBM51+GH27,CBM77+CE8+PL1,CBM16+GH29,PL9+CBM22,CBM10+CBM2+GH5_4,CBM47+CBM47,CBM48+CE1,GH30_5,GT22,GH78+3.2.1.40,Assembly accession,Origin,Genus,Family
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013043175.1,Marine,Muriicola,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002364245.1,Marine,Marixanthomonas,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002303885.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002741945.1,Marine,Flaviramulus_A,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003931895.1,Non_marine,Psychroflexus,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002732565.1,Marine,Lutibacter,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002700155.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000426145.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003096035.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011952225.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705285.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004745595.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003254745.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,GCA_900105455.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002336225.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007993795.1,Marine,Gillisia,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009363055.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705555.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000192225.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_000766795.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900239455.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001899155.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_010119235.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000745775.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004151365.1,Marine,Meridianimaribacter,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002711185.1,Marine,GCA-002723295,Flavobacteriaceae
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002323395.1,Marine,Euzebyella,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002719535.1,Marine,Mesonia,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008501705.1,Marine,RR4-38,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900106645.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,GCA_006381105.1,Marine,Flavicella,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,GCA_002430545.1,Marine,UBA724,Flavobacteriaceae
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002269385.1,Marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,GCA_002789175.1,Non_marine,Polaribacter,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900143115.1,Marine,Polaribacter,Flavobacteriaceae
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009886255.1,Marine,MS024-2A,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900099815.1,Non_marine,Psychroflexus,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003254625.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,GCA_001873065.1,Non_marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009993445.1,Non_marine,UBA6231,Flavobacteriaceae
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003450275.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003970335.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002862705.1,Marine,UBA7446,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002280395.1,Non_marine,Confluentibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002150245.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001485415.1,Non_marine,Myroides,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002695545.1,Marine,Mesonia,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900115875.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003333325.1,Marine,Ulvibacter_A,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002813135.1,Non_marine,Altibacter,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705495.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002886045.1,Marine,Flavivirga,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002435045.1,Marine,UBA724,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000429125.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002323495.1,Marine,Olleya,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003232155.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003097655.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003382275.1,Marine,Muricauda,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002217445.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004791695.1,Marine,Flavivirga,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007997135.1,Non_marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003482965.1,Marine,Croceibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002900095.1,Marine,Salegentibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,GCA_002690085.1,Marine,UBA3537,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003447055.1,Marine,Maribacter,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001057035.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000430025.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003331875.1,Marine,MED-G14,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002471825.1,Marine,Polaribacter,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002352865.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003242135.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013388355.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013003555.1,Marine,SHLJ01,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002292245.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900142975.1,Marine,Salegentibacter,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002742365.1,Marine,Maribacter,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003254565.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002337605.1,Marine,Marinirhabdus,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705465.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009886755.1,Marine,UBA11891,Flavobacteriaceae
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_000430545.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009498295.1,Marine,Flaviramulus_A,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002702745.1,Marine,MED-G13,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013820965.1,Non_marine,CG2-30-34-30,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003984855.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002723075.1,Marine,UBA724,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002156885.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002217205.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705355.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129595.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002742265.1,Marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002700185.1,Marine,Euzebyella,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002719315.1,Marine,GCA-2719315,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_007997065.1,Marine,Polaribacter,Flavobacteriaceae
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003146745.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002733285.1,Marine,Lutibacter,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004150225.1,Marine,Muricauda,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_900106075.1,Marine,Polaribacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002150215.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003061345.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013298525.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009746565.1,Marine,Mariniflexile,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003865405.1,Non_marine,Myroides,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,GCA_002435265.1,Marine,Zunongwangia,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007997155.1,Marine,Aequorivita,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009684775.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000973105.1,Non_marine,Zobellia,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000826655.1,Marine,Psychroserpens,Flavobacteriaceae
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002292265.1,Marine,MS024-2A,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007341385.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_900129705.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003516945.1,Marine,MAG-120531,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008017345.1,Marine,Muricauda,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610115.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002435115.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129795.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013214425.1,Marine,GCA-2733415,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000797465.1,Marine,Psychroserpens,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001913155.1,Marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705435.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002217365.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008806755.1,Marine,Tenacibaculum,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002831625.1,Marine,Nonlabens,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000242075.2,Non_marine,Myroides,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_014239895.1,Marine,GCA-2700405,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002302595.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003331865.1,Marine,MAG-121220-bin8,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002699205.1,Marine,Muricauda,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000746845.1,Marine,Altibacter,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007116535.1,Non_marine,Psychroflexus,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002781485.1,Non_marine,UBA6231,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000425445.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003445055.1,Marine,Xanthomarina,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002999135.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002954685.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009993865.1,Non_marine,UBA6231,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008974325.1,Marine,HC6-5,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003229235.1,Marine,Gilvibacter,Flavobacteriaceae
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_000430665.1,Marine,Aquimarina,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900105035.1,Marine,Gramella,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610295.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003687485.1,Marine,Euzebyella,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900142355.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002691165.1,Marine,MED-G14,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002325035.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011751075.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007197735.1,Marine,Formosa,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_003003155.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,GCA_001439315.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009886625.1,Marine,MS024-2A,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002690805.1,Marine,GCA-002723295,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002387575.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002354765.1,Marine,Marinirhabdus,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002222055.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900113135.1,Non_marine,Salegentibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002711825.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_005792865.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900114085.1,Non_marine,Myroides,Flavobacteriaceae
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_002924285.1,Marine,Aquimarina,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,GCA_002848895.1,Non_marine,Mariniflexile,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003097635.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_002693185.1,Marine,Gramella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004211785.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002477565.1,Marine,Flavicella,Flavobacteriaceae
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004525075.1,Marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000423065.1,Marine,Gramella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004214265.1,Marine,MAG-121220-bin8,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002375495.1,Marine,Marinirhabdus,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002782545.1,Non_marine,CG2-30-34-30,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004337695.1,Marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900112975.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004634185.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008081175.1,Marine,MS024-2A,Flavobacteriaceae
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000174755.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610285.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900116115.1,Non_marine,Lutibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008086165.1,Marine,Algorimicrobium,Flavobacteriaceae
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002302415.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000828715.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013001935.1,Marine,Maribacter_A,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002169155.2,Marine,TMED220,Flavobacteriaceae
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002726785.1,Marine,Algorimicrobium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002380515.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_900105145.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008033385.1,Marine,Algibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013042535.1,Marine,SHLJ01,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008017365.1,Marine,Muricauda,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000732625.1,Marine,Nonlabens,Flavobacteriaceae
